time,experimental_rate,fit_rate
1.3667,0.050692860901597005,0.17418509391818354
1.3833,0.052797754779862996,0.17630075394528666
1.4,0.054961117932526,0.1784291589123121
1.4167,0.057182950359586,0.18055756387933755
1.4333,0.059463252061042006,0.18267322390644067
1.45,0.061860492311290996,0.1848016288734661
1.4667,0.06431620183593499,0.18693003384049153
1.4833,0.066830380634976,0.18904569386759468
1.5,0.069519967257206,0.1911740988346201
1.5167,0.07220955387943599,0.19330250380164554
1.5333,0.074957609776063,0.1954181638287487
1.55,0.077822604221482,0.19754656879577412
1.5667,0.080804537215693,0.19967497376279955
1.5833,0.083786470209905,0.20179063378990267
1.6,0.08682687247851299,0.20391903875692813
1.6167,0.08998421329591301,0.20604744372395356
1.6333,0.09320002338771001,0.20816310375105668
1.65,0.096532772028299,0.2102915087180821
1.6667,0.09992398994328501,0.21241991368510757
1.6833,0.10343214640706301,0.2145355737122107
1.7,0.10699877214523802,0.21666397867923612
1.7167,0.11062386715780802,0.21879238364626155
1.7333,0.114307431444775,0.2209080436733647
1.75,0.118049465006139,0.22303644864039013
1.7667,0.12190843711629501,0.22516485360741556
1.7833,0.12582587850084698,0.2272805136345187
1.8,0.12986025843419197,0.22940891860154414
1.8167,0.13389463836753698,0.23153732356856957
1.8333,0.138045956849676,0.2336529835956727
1.85,0.14219727533181303,0.23578138856269815
1.8667,0.14646553236274404,0.23790979352972358
1.8833,0.150850727942466,0.2400254535568267
1.9,0.155235923522189,0.24215385852385213
1.9167,0.159738057650704,0.2442822634908776
1.9333,0.16424019177921897,0.2463979235179807
1.95,0.16885926445652802,0.24852632848500614
1.9667,0.173478337133836,0.25065473345203154
1.9833,0.17815587908554104,0.2527703934791347
2.0,0.18289189031164102,0.25489879844616015
2.0167,0.187686370812138,0.2570272034131856
2.0333,0.19253932058703102,0.25914286344028875
2.05,0.19745073963632104,0.26127126840731413
2.0667,0.202420627960007,0.26339967337433956
2.0833,0.20739051628369298,0.26551533340144273
2.1,0.212418873881775,0.26764373836846816
2.1167,0.21750570075425402,0.26977214333549354
2.1333,0.222650996901129,0.27188780336259677
2.15,0.22779629304800303,0.27401620832962215
2.1667,0.232941589194878,0.2761446132966476
2.1833,0.238203823890545,0.27826027332375075
2.2,0.24346605858621304,0.2803886782907762
2.2167,0.24872829328188,0.28251708325780156
2.2333,0.253990527977548,0.28463274328490473
2.25,0.259311231947612,0.28676114825193016
2.2667,0.264631935917675,0.2888895532189556
2.2833,0.270011109162135,0.29100521324605877
2.3,0.27533181313219895,0.29313361821308415
2.3167,0.28071098637665903,0.2952620231801096
2.3333,0.28609015962111894,0.29737768320721275
2.35,0.29146933286557897,0.2995060881742382
2.3667,0.29684850611003905,0.30163449314126356
2.3833,0.30222767935449896,0.3037501531683668
2.4,0.307665321873355,0.30587855813539216
2.4167,0.313044495117815,0.3080069631024176
2.4333,0.31842366836227504,0.31012262312952077
2.45,0.323802841606735,0.3122510280965462
2.4667,0.329182014851196,0.3143794330635716
2.4833,0.33450271882126,0.31649509309067475
2.5,0.339823422791323,0.3186234980577002
2.5167,0.345144126761386,0.3207519030247256
2.5333,0.35046483073145,0.3228675630518288
2.55,0.35572706542711796,0.32499596801885416
2.5667,0.36098930012278496,0.3271243729858796
2.5833,0.36625153481845296,0.32924003301298277
2.6,0.37145530023972295,0.3313684379800082
2.6167,0.376659065660995,0.3334968429470336
2.6333,0.38180436180787,0.3356125029741368
2.65,0.38689118868034794,0.3377409079411622
2.6667,0.391978015552826,0.3398693129081876
2.6833,0.39706484242530504,0.3419849729352908
2.7,0.402034730748991,0.3441133779023162
2.7167,0.407063088347073,0.3462417828693416
2.7333,0.41197450739636293,0.34835744289644477
2.75,0.416827457171256,0.3504858478634702
2.7667,0.42168040694615,0.35261425283049563
2.7833,0.426533356721043,0.3547299128575988
2.8,0.43132783722154,0.3568583178246242
2.8167,0.43606384844764,0.3589867227916496
2.8333,0.44074139039934496,0.3611023828187528
2.85,0.445418932351049,0.3632307877857782
2.8667,0.44997953575396205,0.3653591927528036
2.8833,0.454540139156873,0.3674748527799068
2.9,0.458983804010992,0.3696032577469322
2.9167,0.463485938139508,0.37173166271395763
2.9333,0.46787113371923106,0.3738473227410608
2.95,0.472197860024556,0.37597572770808624
2.9667,0.476524586329883,0.3781041326751116
2.9833,0.480734374086418,0.3802197927022148
3.0,0.48500263111734704,0.3823481976692402
3.0167,0.489212418873882,0.38447660263626565
3.0333,0.493305268081623,0.3865922626633688
3.05,0.49739811728936406,0.3887206676303942
3.0667,0.501432497222709,0.39084907259741963
3.0833,0.505466877156054,0.3929647326245228
3.1,0.5093843185406071,0.39509313759154824
3.1167,0.5133017599251599,0.3972215425585736
3.1333,0.517219201309711,0.39933720258567684
3.15,0.521019704145471,0.4014656075527022
3.1667,0.5248202069812321,0.40359401251972765
3.1833,0.5285622405425949,0.4057096725468308
3.2,0.532245804829562,0.40783807751385626
3.2167,0.535929369116529,0.40996648248088163
3.2333,0.5395544641291,0.4120821425079848
3.25,0.543121089867275,0.41421054747501024
3.2667,0.546629246331052,0.41633895244203567
3.2833,0.550137402794831,0.41845461246913884
3.3,0.553587089984213,0.4205830174361642
3.3167,0.556978307899199,0.42271142240318965
3.3333,0.560369525814184,0.4248270824302928
3.35,0.5637022744547739,0.42695548739731826
3.3667,0.5669765538209671,0.42908389236434363
3.3833,0.570250833187161,0.43119955239144686
3.4,0.573466643278957,0.43332795735847224
3.4167,0.5766824533707541,0.43545636232549767
3.4333,0.57989826346255,0.43757202235260084
3.45,0.582997135005554,0.4397004273196263
3.4667,0.586096006548559,0.44182883228665165
3.4833,0.589136408817167,0.4439444923137548
3.5,0.5921183418113779,0.44607289728078026
3.5167,0.595041805531193,0.4482013022478057
3.5333,0.598023738525405,0.45031696227490886
3.55,0.600888732970823,0.45244536724193424
3.5667,0.603753727416243,0.45457377220895967
3.5833,0.606560252587265,0.45668943223606284
3.6,0.609425247032684,0.4588178372030883
3.6167,0.612173302929311,0.46094624217011365
3.6333,0.614921358825937,0.4630619021972169
3.65,0.617669414722563,0.46519030716424226
3.6667,0.620300532070397,0.4673187121312677
