time,experimental_rate,fit_rate
1.3667,0.02567606049199267,0.127857363814401
1.3833,0.02675684167822845,0.12941032513679732
1.4,0.027868896666980447,0.13097264164788275
1.4167,0.0290123329102403,0.13253495815896824
1.4333,0.030187261406121713,0.13408791948136456
1.45,0.03142397939619168,0.13565023599245
1.4667,0.0326925007196186,0.13721255250353545
1.4833,0.03399295066494268,0.1387655138259318
1.5,0.03538607062576893,0.14032783033701723
1.5167,0.03678120547792252,0.1418901468481027
1.5333,0.03820875954085701,0.14344310817049905
1.55,0.03969932011972521,0.1450054246815845
1.5667,0.04125318108256182,0.14656774119266994
1.5833,0.042809564511797404,0.14812070251506626
1.6,0.04439907517756814,0.14968301902615175
1.6167,0.04605252413768246,0.15124533553723718
1.6333,0.04773954371070832,0.1527982968596335
1.65,0.04949106896794442,0.15436061337071896
1.6667,0.05127664197790771,0.15592292988180445
1.6833,0.0531273297887741,0.15747589120420075
1.7,0.055012577938329366,0.1590382077152862
1.7167,0.05693259369110204,0.16060052422637167
1.7333,0.05888758984103015,0.16215348554876802
1.75,0.0608777848470089,0.16371580205985345
1.7667,0.06293460053008848,0.1652781185709389
1.7833,0.06502720815033713,0.16683107989333526
1.8,0.06718718835673787,0.1683933964044207
1.8167,0.06935218173980395,0.16995571291550615
1.8333,0.07158519876602354,0.17150867423790248
1.85,0.07382359959444718,0.17307099074898794
1.8667,0.07613070857547388,0.1746333072600734
1.8833,0.0785070417753948,0.17618626858246972
1.9,0.08088951889459395,0.17774858509355518
1.9167,0.0833419708804728,0.17931090160464064
1.9333,0.08580100184873263,0.18086386292703696
1.95,0.08833079708510938,0.18242617943812242
1.9667,0.09086763182352597,0.18398849594920788
1.9833,0.09344381259931889,0.1855414572716042
2.0,0.09605967581462604,0.18710377378268966
2.0167,0.09871556698905426,0.18866609029377512
2.0333,0.1014118410456496,0.19021905161617145
2.05,0.10414886260959688,0.19178136812725688
2.0667,0.10692700632031593,0.19334368463834237
2.0833,0.1097138192040118,0.1948966459607387
2.1,0.11254232432288636,0.19645896247182415
2.1167,0.11541292161497974,0.19802127898290958
2.1333,0.11832602221746902,0.19957424030530596
2.15,0.12124877982901383,0.2011365568163914
2.1667,0.12418129113090881,0.20269887332747685
2.1833,0.12719064160066718,0.20425183464987318
2.2,0.13021040394024774,0.20581415116095864
2.2167,0.13324068697352898,0.20737646767204407
2.2333,0.13628160143340007,0.2089294289944404
2.25,0.1393672281092313,0.21049174550552588
2.2667,0.1424639575607769,0.21205406201661134
2.2833,0.14560612663838401,0.21360702333900766
2.3,0.14872555138322097,0.2151693398500931
2.3167,0.15189091879443894,0.21673165636117858
2.3333,0.15506814453538265,0.21828461768357488
2.35,0.15825736288671877,0.21984693419466037
2.3667,0.16145871068267548,0.2214092507057458
2.3833,0.16467232737954796,0.22296221202814215
2.4,0.1679334893611899,0.22452452853922758
2.4167,0.17117221035839725,0.22608684505031307
2.4333,0.174423636701168,0.2276398063727094
2.45,0.17768791910050052,0.22920212288379485
2.4667,0.1809652112707275,0.23076443939488028
2.4833,0.18421983281110588,0.2323174007172766
2.5,0.18748749104479812,0.2338797172283621
2.5167,0.19076834389736452,0.23544203373944755
2.5333,0.19406255250885007,0.23699499506184388
2.55,0.19733385858572428,0.2385573115729293
2.5667,0.20061855170562348,0.24011962808401477
2.5833,0.2039167975760655,0.2416725894064111
2.6,0.20719188969822144,0.24323490591749658
2.6167,0.210480567472209,0.244797222428582
2.6333,0.21374581833091022,0.24635018375097836
2.65,0.21698734919565177,0.2479125002620638
2.6667,0.22024235531341285,0.24947481677314928
2.6833,0.22351100614709618,0.2510277780955456
2.7,0.22671785921889476,0.25259009460663107
2.7167,0.22997603176723969,0.25415241111771647
2.7333,0.23317179720380854,0.2557053724401128
2.75,0.23634265352270456,0.2572676889511983
2.7667,0.23952673087487808,0.25883000546228374
2.7833,0.24272419602963868,0.2603829667846801
2.8,0.2458964508912188,0.2619452832957655
2.8167,0.24904317597323877,0.263507599806851
2.8333,0.2521640490049605,0.2650605611292473
2.85,0.2552980007755109,0.26662287764033277
2.8667,0.2583663544269057,0.2681851941514182
2.8833,0.26144745559768945,0.2697381554738146
2.9,0.26446196835988955,0.2713004719849
2.9167,0.2675287979309412,0.2728627884959855
2.9333,0.27052836499232613,0.2744157498183818
2.95,0.27350007572234114,0.27597806632946725
2.9667,0.27648399211204944,0.2775403828405527
2.9833,0.2793991216258601,0.279093344162949
3.0,0.2823668284682953,0.28065566067403447
3.0167,0.2853059527839077,0.28221797718512
3.0333,0.28817506933349335,0.2837709385075163
3.05,0.29105579718102215,0.28533325501860174
3.0667,0.2939068738634464,0.2868955715296872
3.0833,0.29676950944662106,0.2884485328520835
3.1,0.29956036558501853,0.290010849363169
3.1167,0.30236238628150214,0.2915731658742544
3.1333,0.30517570660613125,0.29312612719665077
3.15,0.3079159763045177,0.2946884437077362
3.1667,0.310667139170946,0.2962507602188217
3.1833,0.31338674680908973,0.297803721541218
3.2,0.31607442278385434,0.2993660380523035
3.2167,0.3187727024821517,0.3009283545633889
3.2333,0.32143862777866583,0.30248131588578525
3.25,0.32407181584673883,0.3040436323968707
3.2667,0.3266718826092676,0.30560594890795617
3.2833,0.3292820285655311,0.3071589102303525
3.3,0.3318586152498957,0.3087212267414379
3.3167,0.334401252930265,0.3102835432525234
3.3333,0.33695364099799474,0.31183650457491974
3.35,0.33947163153636917,0.3133988210860052
3.3667,0.34195482968185775,0.3149611375970906
3.3833,0.3444474339819582,0.316514098919487
3.4,0.3469047873999971,0.3180764154305724
3.4167,0.34937142190859316,0.31963873194165787
3.4333,0.35184744346917063,0.3211916932640542
3.45,0.35424241003729107,0.3227540097751397
3.4667,0.3566462921133966,0.32431632628622514
3.4833,0.3590135795644084,0.32586928760862144
3.5,0.3613438654576141,0.3274316041197069
3.5167,0.3636367433070896,0.32899392063079236
3.5333,0.36598402112044925,0.3305468819531887
3.55,0.3682474637730554,0.3321091984642741
3.5667,0.3705190450984581,0.33367151497535963
3.5833,0.3727522439954567,0.3352244762977559
3.6,0.3750401989189096,0.3367867928088414
3.6167,0.37724266598402156,0.33834910931992684
3.6333,0.37945295007222624,0.3399020706423232
3.65,0.3816711350119283,0.34146438715340865
3.6667,0.38380241161653106,0.3430267036644941
3.6833,0.3859886961078217,0.3445796649868904
3.7,0.38808723396718137,0.34614198149797587
3.7167,0.3901929935131123,0.34770429800906133
3.7333,0.3923541592237588,0.3492572593314576
3.75,0.3944264792664536,0.35081957584254314
3.7667,0.3965059153441668,0.3523818923536286
3.7833,0.3985439328679625,0.3539348536760249
3.8,0.4005888796783197,0.35549717018711036
3.8167,0.4025918891452478,0.3570594866981958
3.8333,0.40460163699855867,0.3586124480205921
3.85,0.40661819170575586,0.3601747645316776
3.8667,0.4085921885545517,0.36173708104276303
3.8833,0.4105727962989466,0.3632900423651594
3.9,0.41251031774048397,0.36485235887624484
3.9167,0.4144542502417663,0.3664146753873303
3.9333,0.41635456599672427,0.36796763670972665
3.95,0.41826108931427664,0.3695299532208121
3.9667,0.4201738814275844,0.3710922697318975
3.9833,0.4220424197001228,0.37264523105429387
4.0,0.42391701858722997,0.37420754756537933
4.0167,0.42574682622108306,0.3757698640764648
4.0333,0.427582483045031,0.3773228253988611
4.05,0.42942404551311053,0.37888514190994654
4.0667,0.43122016980666933,0.380447458421032
4.0833,0.4330219839968361,0.3820004197434284
4.1,0.43477781775534596,0.38356273625451376
4.1167,0.43659100939234385,0.3851250527655993
4.1333,0.43835800070857966,0.3866780140879956
4.15,0.4400783543092963,0.3882403305990811
4.1667,0.4418563858794834,0.3898026471101665
4.1833,0.4435875559187825,0.39135560843256284
4.2,0.44527142569743894,0.3929179249436483
4.2167,0.44701328669426976,0.39448024145473376
4.2333,0.44870761994020625,0.39603320277713006
4.25,0.4504071766013398,0.3975955192882155
4.2667,0.45205864910099636,0.39915783579930103
4.2833,0.45371511414030496,0.40071079712169727
4.3,0.4554302985493427,0.4022731136327828
4.3167,0.4570970508168398,0.40383543014386825
4.3333,0.45871492353854426,0.4053883914662646
4.35,0.46033764651590336,0.40695070797735
4.3667,0.4620196023443707,0.40851302448843546
4.3833,0.46365232355325714,0.4100659858108318
4.4,0.46523535917908054,0.41162830232191727
4.4167,0.46687792876261625,0.4131906188330027
4.4333,0.4684705710095207,0.414743580155399
4.45,0.4700679997155748,0.41630589666648454
4.4667,0.4716702582969996,0.41786821317757
4.4833,0.473277390830367,0.4194211744999663
4.5,0.4748894420667463,0.42098349101105176
4.5167,0.47645061515662446,0.4225458075221372
4.5333,0.47801645745600285,0.4240987688445335
4.55,0.479587011111671,0.425661085355619
4.5667,0.4811059755643905,0.42722340186670443
4.5833,0.48268590884078255,0.4287763631891008
4.6,0.48421399931445697,0.4303386797001862
4.6167,0.48580348229486225,0.43190099621127165
4.6333,0.4873408652804575,0.43345395753366806
4.65,0.48882567819080835,0.4350162740447535
4.6667,0.49037217808641376,0.4365785905558389
4.6833,0.49186584868355687,0.43813155187823527
4.7,0.4933639229192438,0.43969386838932073
4.7167,0.494866439973076,0.4412561849004062
4.7333,0.4964314911982939,0.4428091462228025
4.75,0.4979431885508673,0.44437146273388795
4.7667,0.49951786094429995,0.4459337792449734
4.7833,0.5009803213761383,0.4474867405673697
4.8,0.5025058407181457,0.44904905707845516
4.8167,0.5039771107502697,0.4506113735895407
4.8333,0.5054527577675285,0.452164334911937
4.85,0.5069328210681268,0.4537266514230224
4.8667,0.5084173405418708,0.4552889679341079
4.8833,0.5099063566827049,0.45684192925650424
4.9,0.5113999106016118,0.4584042457675897
4.9167,0.512898044039849,0.4599665622786751
4.9333,0.514340599890527,0.46151952360107146
4.95,0.5157874533542299,0.4630818401121569
4.9667,0.5172992039893916,0.46464415662324243
4.9833,0.5187549523540392,0.4661971179456387
5.0,0.5201541887515867,0.4677594344567242
5.0167,0.5216186249579348,0.46932175096780965
5.0333,0.5230262620688411,0.4708747122902059
5.05,0.52449954354332,0.4724370288012914
5.0667,0.5259157345161137,0.47399934531237686
5.0833,0.5273361686480751,0.4755523066347732
5.1,0.528760884309075,0.4771146231458586
5.1167,0.5301899204507741,0.4786769396569441
5.1333,0.5315609038419914,0.48022990097934043
5.15,0.5329359114932803,0.48179221749042594
5.1667,0.5343777609891276,0.4833545340015113
5.1833,0.5357611116841028,0.48490749532390764
5.2,0.5371485968606544,0.48646981183499316
5.2167,0.5385402538125974,0.4880321283460786
5.2333,0.5398725800508959,0.4895850896684749
5.25,0.5412725007672846,0.4911474061795604
5.2667,0.542612785716545,0.49270972269064583
5.2833,0.5440211191806577,0.49426268401304213
5.3,0.5453695071918988,0.4958250005241276
5.3167,0.5467219062996591,0.49738731703521305
5.3333,0.5481430467593797,0.4989402783576094
5.35,0.5495037720140445,0.5005025948686949
5.3667,0.5508686198145891,0.5020649113797803
5.3833,0.5522376278594536,0.5036178727021766
5.4,0.5535453478604988,0.5051801892132621
5.4167,0.5548569096020056,0.5067425057243475
5.4333,0.556238221376881,0.5082954670467439
5.45,0.5575577657153105,0.5098577835578294
5.4667,0.5588812572663648,0.5114201000689148
5.4833,0.5602087316658323,0.5129730613913112
5.5,0.56147355440128,0.5145353779023966
5.5167,0.5628088999058649,0.5160976944134821
5.5333,0.5641483365712663,0.5176506557358783
5.55,0.5654246252949151,0.5192129722469638
5.5667,0.5667046733617658,0.5207752887580492
5.5833,0.5679885141885634,0.5223282500804456
5.6,0.5693440603160349,0.523890566591531
5.6167,0.5706357930945465,0.5254528831026165
5.6333,0.5719314237671502,0.5270058444250129
5.65,0.5732309878347657,0.5285681609360984
5.6667,0.5745345213404981,0.5301304774471838
5.6833,0.5758420608812914,0.5316834387695801
5.7,0.5770845115412573,0.5332457552806655
5.7167,0.5783999594820144,0.534808071791751
5.7333,0.5796499705892327,0.5363610331141473
5.75,0.5809037100062815,0.5379233496252328
5.7667,0.5821612112939178,0.5394856661363182
5.7833,0.5834225085194438,0.5410386274587146
5.8,0.5846876362674724,0.5426009439698
5.8167,0.5859566296509918,0.5441632604808855
5.8333,0.5872295243227393,0.5457162218032818
5.85,0.5885063564868858,0.5472785383143672
5.8667,0.5897871629110494,0.5488408548254528
5.8833,0.5910004962743487,0.5503938161478491
5.9,0.5922174398247383,0.5519561326589345
5.9167,0.5935099393048373,0.5535184491700199
5.9333,0.594734418215388,0.5550714104924163
5.95,0.5958902582356124,0.5566337270035018
5.9667,0.5971219716537746,0.5581960435145873
5.9833,0.5982846812308487,0.5597490048369835
6.0,0.5995237589206269,0.5613113213480689
6.0167,0.6007666822466753,0.5628736378591545
6.0333,0.6020134872390901,0.5644265991815507
6.05,0.6031905294108406,0.5659889156926362
6.0667,0.6043710734047523,0.5675512322037217
6.0833,0.605629273532922,0.5691041935261181
6.1,0.6068171398651386,0.5706665100372035
6.1167,0.608008605817055,0.5722288265482889
6.1333,0.6092037043124028,0.5737817878706852
6.15,0.6104024687798857,0.5753441043817707
6.1667,0.6116049331640951,0.5769064208928562
6.1833,0.6128111319367175,0.5784593822152525
6.2,0.6140211001080705,0.580021698726338
6.2167,0.615234873238955,0.5815840152374234
6.2333,0.616376273341313,0.5831369765598198
6.25,0.6175210796141124,0.5846992930709052
6.2667,0.6187459952351806,0.5862616095819907
6.2833,0.6198979386621678,0.5878145709043869
6.3,0.6210533838159731,0.5893768874154725
6.3167,0.6222123628261773,0.5909392039265579
6.3333,0.6233749083167255,0.5924921652489542
6.35,0.6245410534166351,0.5940544817600396
6.3667,0.6256327328305222,0.5956167982711251
6.3833,0.6268059330428766,0.5971697595935215
6.4,0.6279828330627013,0.598732076104607
6.4167,0.6290846421964911,0.6002943926156924
6.4333,0.6301897340351987,0.6018473539380887
6.45,0.6313774373468004,0.6034096704491742
6.4667,0.6324894234780934,0.6049719869602597
6.4833,0.6336047844008944,0.6065249482826559
6.5,0.6347235510296785,0.6080872647937414
6.5167,0.6358457547538132,0.6096495813048268
6.5333,0.6369714274478233,0.6112025426272232
6.55,0.6381006014819546,0.6127648591383086
6.5667,0.6391522840856949,0.6143271756493941
6.5833,0.6402883040002412,0.6158801369717904
6.6,0.6414279230092296,0.6174424534828759
6.6167,0.6424893934016473,0.6190047699939614
6.6333,0.6436360512218244,0.6205577313163577
6.65,0.6447041184848576,0.6221200478274431
6.6667,0.6458579471736318,0.6236823643385285
6.6833,0.6469327358520449,0.6252353256609249
6.7,0.648093871648455,0.6267976421720104
6.7167,0.6491755102558817,0.6283599586830959
6.7333,0.6503440937683533,0.6299129200054921
6.75,0.6513488541967516,0.6314752365165777
6.7667,0.6524406224790289,0.6330375530276631
6.7833,0.6535358310941606,0.6345905143500594
6.8,0.6546345127716697,0.6361528308611448
6.8167,0.65573670076334,0.6377151473722303
6.8333,0.6568424288549677,0.6392681086946267
6.85,0.6578662727216125,0.6408304252057121
6.8667,0.6588931896771247,0.6423927417167975
