Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
57.766667,70.07,8.649,,,,
57.8,70.14,8.652,,,,
57.833333,70.07,8.649,,,,
57.866667,70.02,8.648,,,,
57.9,69.79,8.648,,,,
57.933333,69.94,8.647,,,,
57.966667,69.79,8.648,,,,
58,69.91,8.647,,,,
58.033333,70.14,8.649,,,,
58.066667,69.73,8.646,,,,
58.1,70.06,8.645,,,,
58.133333,69.69,8.647,,,,
58.166667,69.91,8.642,,,,
58.2,70.27,8.649,,,,
58.233333,69.93,8.645,,,,
58.266667,70.07,8.645,,,,
58.3,69.73,8.642,,,,
58.333333,69.8,8.643,,,,
58.366667,70.32,8.644,,,,
58.4,70.23,8.644,,,,
58.433333,70.04,8.642,,,,
58.466667,69.82,8.641,,,,
58.5,69.89,8.643,,,,
58.533333,69.84,8.642,,,,
58.566667,69.84,8.641,,,,
58.6,69.57,8.639,,,,
58.633333,69.77,8.64,,,,
58.666667,69.87,8.638,,,,
58.7,70.29,8.641,,,,
58.733333,70.11,8.64,,,,
58.766667,70.38,8.64,,,,
58.8,70.02,8.64,,,,
58.833333,70.2,8.644,,,,
58.866667,70.04,8.639,,,,
58.9,69.96,8.636,,,,
58.933333,69.81,8.639,,,,
58.966667,69.74,8.636,,,,
59,69.62,8.637,,,,
59.033333,69.88,8.636,,,,
59.066667,70.15,8.635,,,,
59.1,70.16,8.638,,,,
59.133333,69.98,8.637,,,,
59.166667,70.14,8.636,,,,
59.2,69.84,8.635,,,,
59.233333,70.26,8.637,,,,
59.266667,69.99,8.635,,,,
59.3,69.95,8.633,,,,
59.333333,69.94,8.633,,,,
59.366667,69.82,8.631,,,,
59.4,69.79,8.633,,,,
59.433333,69.76,8.63,,,,
59.466667,69.76,8.63,,,,
59.5,70.01,8.633,,,,
59.533333,70.06,8.632,,,,
59.566667,70.07,8.632,,,,
59.6,69.75,8.632,,,,
59.633333,70.37,8.633,,,,
59.666667,70.28,8.631,,,,
59.7,70.01,8.632,,,,
59.733333,69.94,8.632,,,,
59.766667,69.93,8.631,,,,
59.8,70.26,8.631,,,,
59.833333,69.71,8.628,,,,
59.866667,70.03,8.629,,,,
59.9,69.93,8.629,,,,
59.933333,69.82,8.628,,,,
59.966667,70.08,8.627,,,,
60,70.2,8.63,,,,
60.033333,69.81,8.627,,,,
60.066667,69.9,8.627,,,,
60.1,69.78,8.626,,,,
60.133333,70.38,8.627,,,,
60.166667,69.75,8.627,,,,
60.2,70.1,8.628,,,,
60.233333,69.87,8.624,,,,
60.266667,70.03,8.625,,,,
60.3,70.06,8.625,,,,
60.333333,70.04,8.628,,,,
60.366667,70.2,8.626,,,,
60.4,69.91,8.624,,,,
60.433333,70.42,8.625,,,,
60.466667,70.11,8.625,,,,
60.5,69.95,8.622,,,,
60.533333,70.15,8.622,,,,
60.566667,70.18,8.624,,,,
60.6,70.24,8.622,,,,
60.633333,69.99,8.622,,,,
60.666667,70.05,8.622,,,,
60.7,69.99,8.622,,,,
60.733333,70.12,8.62,,,,
60.766667,70,8.621,,,,
60.8,70.34,8.625,,,,
60.833333,70.1,8.621,,,,
60.866667,70.3,8.622,,,,
60.9,70.2,8.621,,,,
60.933333,70.3,8.622,,,,
60.966667,70.24,8.621,,,,
61,70.2,8.619,,,,
61.033333,70.18,8.618,,,,
61.066667,69.85,8.618,,,,
61.1,70.11,8.617,,,,
61.133333,70.14,8.618,,,,
61.166667,69.86,8.618,,,,
61.2,70,8.616,,,,
61.233333,69.91,8.617,,,,
61.266667,70.22,8.617,,,,
61.3,70.07,8.619,,,,
61.333333,70.33,8.617,,,,
61.366667,69.91,8.615,,,,
61.4,70.04,8.616,,,,
61.433333,69.97,8.617,,,,
61.466667,70.07,8.614,,,,
61.5,70.11,8.616,,,,
61.533333,69.47,8.61,,,,
61.566667,70.12,8.613,,,,
61.6,70.23,8.614,,,,
61.633333,70.2,8.613,,,,
61.666667,70.23,8.614,,,,
61.7,69.89,8.612,,,,
61.733333,70.25,8.614,,,,
61.766667,69.94,8.612,,,,
61.8,69.96,8.612,,,,
61.833333,70.15,8.611,,,,
61.866667,70.15,8.611,,,,
61.9,70.12,8.612,,,,
61.933333,70.28,8.612,,,,
61.966667,70.05,8.613,,,,
62,69.89,8.609,,,,
62.033333,70.02,8.61,,,,
62.066667,70.34,8.611,,,,
62.1,70.08,8.61,,,,
62.133333,69.72,8.607,,,,
62.166667,70.44,8.609,,,,
62.2,70.08,8.609,,,,
62.233333,70.08,8.61,,,,
62.266667,69.58,8.605,,,,
62.3,70.04,8.606,,,,
62.333333,70.05,8.606,,,,
62.366667,70.07,8.608,,,,
62.4,69.88,8.605,,,,
62.433333,70.31,8.605,,,,
62.466667,69.98,8.605,,,,
62.5,69.85,8.606,,,,
62.533333,70.02,8.606,,,,
62.566667,69.91,8.604,,,,
62.6,70.16,8.604,,,,
62.633333,70.36,8.607,,,,
62.666667,69.76,8.603,,,,
62.7,70.04,8.604,,,,
62.733333,69.88,8.603,,,,
62.766667,69.93,8.601,,,,
62.8,69.82,8.604,,,,
62.833333,70.16,8.604,,,,
62.866667,70.18,8.603,,,,
62.9,70.41,8.603,,,,
62.933333,70.03,8.602,,,,
62.966667,70.35,8.603,,,,
63,70.07,8.6,,,,
63.033333,69.98,8.601,,,,
63.066667,70.11,8.601,,,,
63.1,69.9,8.599,,,,
63.133333,70.16,8.602,,,,
63.166667,70.2,8.6,,,,
63.2,70.19,8.599,,,,
63.233333,70.42,8.602,,,,
63.266667,70.2,8.598,,,,
63.3,70.5,8.597,,,,
63.333333,70.07,8.6,,,,
63.366667,70.33,8.598,,,,
63.4,70.31,8.599,,,,
63.433333,70.14,8.599,,,,
63.466667,69.69,8.596,,,,
63.5,70.26,8.598,,,,
63.533333,70.31,8.598,,,,
63.566667,70.12,8.597,,,,
63.6,70.19,8.596,,,,
63.633333,70.32,8.596,,,,
63.666667,70.06,8.594,,,,
63.7,70.19,8.596,,,,
63.733333,70.33,8.597,,,,
63.766667,70.08,8.595,,,,
63.8,70.33,8.597,,,,
63.833333,70.1,8.595,,,,
63.866667,70.27,8.596,,,,
63.9,70.14,8.594,,,,
63.933333,70.16,8.593,,,,
63.966667,70.18,8.594,,,,
64,70.39,8.594,,,,
64.033333,69.98,8.59,,,,
64.066667,70.27,8.592,,,,
64.1,70.25,8.592,,,,
64.133333,70.53,8.595,,,,
64.166667,69.9,8.591,,,,
64.2,70.1,8.59,,,,
64.233333,70.1,8.592,,,,
64.266667,70.37,8.591,,,,
64.3,70.1,8.592,,,,
64.333333,70.19,8.589,,,,
64.366667,70.28,8.59,,,,
64.4,70.33,8.59,,,,
64.433333,70.17,8.59,,,,
64.466667,69.97,8.589,,,,
64.5,70.24,8.591,,,,
64.533333,70.18,8.591,,,,
64.566667,69.98,8.588,,,,
64.6,70.29,8.589,,,,
64.633333,70.1,8.586,,,,
64.666667,70.37,8.59,,,,
64.7,70.03,8.587,,,,
64.733333,70.65,8.588,,,,
64.766667,70.1,8.586,,,,
64.8,70.25,8.588,,,,
64.833333,70.09,8.586,,,,
64.866667,70.23,8.586,,,,
64.9,70.2,8.586,,,,
64.933333,70.09,8.586,,,,
64.966667,69.99,8.587,,,,
65,70.01,8.584,,,,
65.033333,69.81,8.584,,,,
65.066667,69.85,8.585,,,,
65.1,70.2,8.585,,,,
65.133333,70.18,8.584,,,,
65.166667,70.24,8.583,,,,
65.2,70.3,8.584,,,,
65.233333,70.15,8.583,,,,
65.266667,70.02,8.58,,,,
65.3,70,8.582,,,,
65.333333,70.23,8.582,,,,
65.366667,70.07,8.586,,,,
65.4,70.13,8.581,,,,
65.433333,69.83,8.58,,,,
65.466667,70.1,8.583,,,,
65.5,70.14,8.579,,,,
65.533333,70.28,8.581,,,,
65.566667,69.97,8.58,,,,
65.6,70.37,8.582,,,,
65.633333,70.15,8.58,,,,
65.666667,70.07,8.58,,,,
65.7,70.25,8.58,,,,
65.733333,70.31,8.58,,,,
65.766667,70.2,8.578,,,,
65.8,70.18,8.577,,,,
65.833333,70.26,8.578,,,,
65.866667,70.16,8.577,,,,
65.9,69.74,8.576,,,,
65.933333,69.87,8.578,,,,
65.966667,70.37,8.577,,,,
66,70.17,8.577,,,,
66.033333,70.13,8.575,,,,
66.066667,69.84,8.576,,,,
66.1,70.18,8.576,,,,
66.133333,70.04,8.577,,,,
66.166667,70.17,8.577,,,,
66.2,70.06,8.576,,,,
66.233333,69.88,8.575,,,,
66.266667,70.31,8.575,,,,
66.3,70.12,8.574,,,,
66.333333,69.74,8.573,,,,
66.366667,70.36,8.575,,,,
66.4,69.78,8.572,,,,
66.433333,70.12,8.572,,,,
66.466667,69.95,8.573,,,,
66.5,70.02,8.572,,,,
66.533333,70.34,8.571,,,,
66.566667,69.97,8.57,,,,
66.6,70.29,8.571,,,,
66.633333,69.76,8.57,,,,
66.666667,70.2,8.571,,,,
66.7,70.31,8.571,,,,
66.733333,70.06,8.57,,,,
66.766667,70.05,8.572,,,,
66.8,70.05,8.568,,,,
66.833333,69.95,8.567,,,,
66.866667,70.09,8.57,,,,
66.9,70.09,8.569,,,,
66.933333,69.97,8.567,,,,
66.966667,70.09,8.568,,,,
67,70.03,8.567,,,,
67.033333,69.95,8.568,,,,
67.066667,70.05,8.568,,,,
67.1,70.07,8.567,,,,
67.133333,69.87,8.566,,,,
67.166667,69.72,8.565,,,,
67.2,70.14,8.566,,,,
67.233333,70.18,8.568,,,,
67.266667,69.93,8.567,,,,
67.3,69.97,8.565,,,,
67.333333,69.73,8.564,,,,
67.366667,69.85,8.564,,,,
67.4,69.8,8.566,,,,
67.433333,69.94,8.568,,,,
67.466667,70.18,8.565,,,,
67.5,69.95,8.566,,,,
67.533333,69.75,8.564,,,,
67.566667,70.01,8.564,,,,
67.6,69.76,8.562,,,,
67.633333,69.96,8.562,,,,
67.666667,69.93,8.561,,,,
67.7,69.82,8.563,,,,
67.733333,69.84,8.564,,,,
67.766667,69.94,8.563,,,,
67.8,69.77,8.562,,,,
67.833333,70.13,8.563,,,,
67.866667,69.6,8.559,,,,
67.9,69.49,8.558,,,,
67.933333,69.7,8.56,,,,
67.966667,69.92,8.561,,,,
68,69.97,8.559,,,,
68.033333,69.66,8.559,,,,
68.066667,69.98,8.559,,,,
68.1,70.19,8.562,,,,
68.133333,69.78,8.558,,,,
68.166667,70.1,8.561,,,,
68.2,69.9,8.557,,,,
68.233333,70.07,8.558,,,,
68.266667,69.95,8.558,,,,
68.3,69.85,8.556,,,,
68.333333,70.04,8.558,,,,
68.366667,69.84,8.558,,,,
68.4,69.88,8.556,,,,
68.433333,69.92,8.556,,,,
68.466667,69.92,8.557,,,,
68.5,69.98,8.558,,,,
68.533333,70.16,8.557,,,,
68.566667,69.67,8.554,,,,
68.6,69.74,8.556,,,,
68.633333,69.69,8.553,,,,
68.666667,69.33,8.551,,,,
68.7,69.48,8.554,,,,
68.733333,69.9,8.554,,,,
68.766667,69.98,8.553,,,,
68.8,70.03,8.555,,,,
68.833333,70.01,8.553,,,,
68.866667,70.06,8.554,,,,
68.9,69.95,8.553,,,,
68.933333,69.71,8.552,,,,
68.966667,69.85,8.554,,,,
69,69.86,8.55,,,,
69.033333,69.99,8.552,,,,
69.066667,70.14,8.552,,,,
69.1,69.8,8.551,,,,
69.133333,70.15,8.552,,,,
69.166667,69.67,8.552,,,,
69.2,69.81,8.55,,,,
69.233333,70.05,8.553,,,,
69.266667,69.81,8.549,,,,
69.3,69.81,8.55,,,,
69.333333,70.1,8.552,,,,
69.366667,69.74,8.55,,,,
69.4,69.99,8.55,,,,
69.433333,69.72,8.548,,,,
69.466667,69.97,8.55,,,,
69.5,69.94,8.548,,,,
69.533333,69.97,8.55,,,,
69.566667,69.99,8.549,,,,
69.6,69.81,8.548,,,,
69.633333,70.14,8.547,,,,
69.666667,69.98,8.548,,,,
69.7,69.83,8.547,,,,
69.733333,69.45,8.545,,,,
69.766667,69.62,8.548,,,,
69.8,70.23,8.546,,,,
69.833333,69.79,8.546,,,,
69.866667,69.82,8.545,,,,
69.9,70.02,8.548,,,,
69.933333,70.16,8.549,,,,
69.966667,70.14,8.547,,,,
70,70,8.545,,,,
70.033333,69.85,8.545,,,,
70.066667,69.73,8.545,,,,
70.1,69.8,8.544,,,,
70.133333,69.86,8.546,,,,
70.166667,70.06,8.546,,,,
70.2,69.74,8.543,,,,
70.233333,69.75,8.544,,,,
70.266667,70.07,8.543,,,,
70.3,69.93,8.543,,,,
70.333333,70.02,8.543,,,,
70.366667,70.13,8.545,,,,
70.4,69.85,8.542,,,,
70.433333,70.09,8.542,,,,
70.466667,69.93,8.542,,,,
70.5,69.49,8.541,,,,
70.533333,69.89,8.54,,,,
70.566667,69.82,8.537,,,,
70.6,69.7,8.543,,,,
70.633333,69.87,8.539,,,,
70.666667,70,8.538,,,,
70.7,69.67,8.539,,,,
70.733333,70.03,8.541,,,,
70.766667,69.94,8.54,,,,
70.8,69.82,8.541,,,,
70.833333,69.5,8.539,,,,
70.866667,69.6,8.538,,,,
70.9,69.62,8.539,,,,
70.933333,69.91,8.538,,,,
70.966667,69.91,8.539,,,,
71,69.57,8.536,,,,
71.033333,69.62,8.539,,,,
71.066667,69.95,8.538,,,,
71.1,69.78,8.537,,,,
71.133333,69.71,8.537,,,,
71.166667,70.02,8.538,,,,
71.2,70.08,8.537,,,,
71.233333,70.07,8.537,,,,
71.266667,69.88,8.536,,,,
71.3,69.98,8.538,,,,
71.333333,69.73,8.537,,,,
71.366667,69.87,8.535,,,,
71.4,69.76,8.535,,,,
71.433333,69.96,8.537,,,,
71.466667,69.76,8.534,,,,
71.5,69.85,8.535,,,,
71.533333,70.13,8.536,,,,
71.566667,70.03,8.537,,,,
71.6,70.12,8.535,,,,
71.633333,70.02,8.536,,,,
71.666667,69.65,8.535,,,,
71.7,69.81,8.537,,,,
71.733333,69.85,8.533,,,,
71.766667,69.49,8.535,,,,
71.8,70.35,8.535,,,,
71.833333,69.76,8.533,,,,
71.866667,70.03,8.535,,,,
71.9,69.46,8.531,,,,
71.933333,69.64,8.532,,,,
71.966667,69.86,8.532,,,,
72,69.72,8.534,,,,
72.033333,69.72,8.532,,,,
72.066667,69.78,8.534,,,,
72.1,69.47,8.532,,,,
72.133333,70.14,8.532,,,,
72.166667,69.85,8.533,,,,
72.2,69.61,8.532,,,,
72.233333,70.13,8.533,,,,
72.266667,69.88,8.53,,,,
72.3,69.37,8.531,,,,
72.333333,69.48,8.53,,,,
72.366667,69.98,8.532,,,,
72.4,69.97,8.53,,,,
72.433333,69.67,8.527,,,,
72.466667,69.82,8.53,,,,
72.5,69.86,8.531,,,,
72.533333,70.04,8.532,,,,
72.566667,69.95,8.533,,,,
72.6,69.49,8.527,,,,
72.633333,69.62,8.528,,,,
72.666667,69.58,8.53,,,,
72.7,69.97,8.53,,,,
72.733333,69.69,8.528,,,,
72.766667,69.65,8.529,,,,
72.8,69.7,8.528,,,,
72.833333,69.6,8.528,,,,
72.866667,69.58,8.526,,,,
72.9,70,8.528,,,,
72.933333,69.72,8.527,,,,
72.966667,70.09,8.529,,,,
73,69.64,8.527,,,,
73.033333,69.97,8.528,,,,
73.066667,69.49,8.526,,,,
73.1,70.1,8.527,,,,
73.133333,69.68,8.522,,,,
73.166667,69.59,8.522,,,,
73.2,69.64,8.525,,,,
73.233333,69.9,8.525,,,,
73.266667,70.11,8.527,,,,
73.3,69.83,8.523,,,,
73.333333,70.21,8.524,,,,
73.366667,69.92,8.524,,,,
73.4,69.97,8.524,,,,
73.433333,69.61,8.523,,,,
73.466667,70.01,8.521,,,,
73.5,69.99,8.522,,,,
73.533333,69.61,8.522,,,,
73.566667,69.96,8.524,,,,
73.6,70.04,8.524,,,,
73.633333,69.66,8.522,,,,
73.666667,70.13,8.525,,,,
73.7,70.06,8.523,,,,
73.733333,69.76,8.521,,,,
73.766667,69.5,8.523,,,,
73.8,69.85,8.522,,,,
73.833333,69.59,8.519,,,,
73.866667,69.47,8.52,,,,
73.9,69.86,8.52,,,,
73.933333,69.99,8.523,,,,
73.966667,69.91,8.521,,,,
74,69.8,8.52,,,,
74.033333,69.86,8.521,,,,
74.066667,69.68,8.519,,,,
74.1,69.95,8.519,,,,
74.133333,69.9,8.519,,,,
74.166667,69.88,8.52,,,,
74.2,69.64,8.517,,,,
74.233333,69.59,8.518,,,,
74.266667,69.74,8.519,,,,
74.3,69.85,8.519,,,,
74.333333,69.9,8.518,,,,
74.366667,69.78,8.517,,,,
74.4,70.11,8.517,,,,
74.433333,70,8.518,,,,
74.466667,69.69,8.517,,,,
74.5,69.87,8.517,,,,
74.533333,70.03,8.515,,,,
74.566667,69.9,8.517,,,,
74.6,69.76,8.516,,,,
74.633333,69.76,8.515,,,,
74.666667,69.84,8.517,,,,
74.7,70.05,8.517,,,,
74.733333,69.77,8.515,,,,
74.766667,69.54,8.516,,,,
74.8,69.72,8.515,,,,
74.833333,69.56,8.515,,,,
74.866667,69.87,8.515,,,,
74.9,69.79,8.515,,,,
74.933333,70.03,8.515,,,,
74.966667,69.85,8.518,,,,
75,70.01,8.513,,,,
75.033333,70.01,8.514,,,,
75.066667,69.42,8.513,,,,
75.1,69.73,8.515,,,,
75.133333,69.93,8.514,,,,
75.166667,69.67,8.511,,,,
75.2,70.13,8.516,,,,
75.233333,69.76,8.512,,,,
75.266667,69.69,8.512,,,,
75.3,69.82,8.513,,,,
75.333333,69.77,8.514,,,,
75.366667,69.84,8.511,,,,
75.4,69.69,8.513,,,,
75.433333,69.81,8.512,,,,
75.466667,69.99,8.512,,,,
75.5,69.74,8.512,,,,
75.533333,69.76,8.511,,,,
75.566667,69.57,8.511,,,,
75.6,69.45,8.51,,,,
75.633333,69.88,8.507,,,,
75.666667,69.95,8.512,,,,
75.7,69.83,8.512,,,,
75.733333,70.23,8.51,,,,
75.766667,69.89,8.512,,,,
75.8,69.61,8.508,,,,
75.833333,69.77,8.513,,,,
75.866667,69.92,8.507,,,,
75.9,69.54,8.509,,,,
75.933333,70.25,8.51,,,,
75.966667,69.86,8.508,,,,
76,69.79,8.508,,,,
76.033333,70.13,8.51,,,,
76.066667,69.64,8.507,,,,
76.1,69.74,8.507,,,,
76.133333,69.97,8.508,,,,
76.166667,69.95,8.508,,,,
76.2,69.81,8.506,,,,
76.233333,69.89,8.506,,,,
76.266667,69.53,8.507,,,,
76.3,69.86,8.506,,,,
76.333333,70,8.508,,,,
76.366667,69.81,8.508,,,,
76.4,69.85,8.506,,,,
76.433333,69.86,8.506,,,,
76.466667,69.3,8.503,,,,
76.5,69.78,8.505,,,,
76.533333,69.55,8.505,,,,
76.566667,69.85,8.504,,,,
76.6,69.71,8.505,,,,
76.633333,69.5,8.505,,,,
76.666667,69.82,8.505,,,,
76.7,69.88,8.505,,,,
76.733333,69.91,8.505,,,,
76.766667,70.12,8.507,,,,
76.8,69.93,8.504,,,,
76.833333,69.87,8.504,,,,
76.866667,69.95,8.503,,,,
76.9,69.47,8.501,,,,
76.933333,69.64,8.503,,,,
76.966667,69.6,8.504,,,,
77,69.72,8.503,,,,
77.033333,69.66,8.504,,,,
77.066667,69.6,8.501,,,,
77.1,70.04,8.504,,,,
77.133333,69.39,8.5,,,,
77.166667,69.65,8.502,,,,
77.2,69.76,8.501,,,,
77.233333,69.98,8.501,,,,
77.266667,69.68,8.5,,,,
77.3,69.76,8.501,,,,
77.333333,69.69,8.5,,,,
77.366667,69.7,8.5,,,,
77.4,69.83,8.5,,,,
77.433333,69.76,8.499,,,,
77.466667,69.74,8.499,,,,
77.5,69.47,8.499,,,,
77.533333,69.63,8.499,,,,
77.566667,69.8,8.5,,,,
77.6,69.9,8.498,,,,
77.633333,69.85,8.501,,,,
77.666667,69.77,8.499,,,,
77.7,69.99,8.498,,,,
77.733333,69.53,8.499,,,,
77.766667,69.87,8.498,,,,
77.8,69.88,8.498,,,,
77.833333,69.89,8.499,,,,
77.866667,69.88,8.5,,,,
77.9,69.75,8.499,,,,
77.933333,69.86,8.499,,,,
77.966667,69.92,8.498,,,,
78,69.9,8.497,,,,
78.033333,69.85,8.495,,,,
78.066667,69.79,8.5,,,,
78.1,69.77,8.496,,,,
78.133333,69.72,8.496,,,,
78.166667,69.77,8.499,,,,
78.2,69.85,8.497,,,,
78.233333,69.87,8.496,,,,
78.266667,69.6,8.496,,,,
78.3,69.64,8.496,,,,
78.333333,69.82,8.494,,,,
78.366667,69.81,8.499,,,,
78.4,69.96,8.497,,,,
78.433333,69.7,8.495,,,,
78.466667,69.76,8.493,,,,
78.5,69.71,8.494,,,,
78.533333,69.82,8.495,,,,
78.566667,69.9,8.495,,,,
78.6,69.65,8.493,,,,
78.633333,69.88,8.494,,,,
78.666667,69.81,8.494,,,,
78.7,69.73,8.493,,,,
78.733333,69.75,8.493,,,,
78.766667,69.73,8.496,,,,
78.8,69.67,8.491,,,,
78.833333,70.07,8.494,,,,
78.866667,69.94,8.492,,,,
78.9,69.91,8.492,,,,
78.933333,69.18,8.49,,,,
78.966667,69.96,8.493,,,,
79,69.71,8.491,,,,
79.033333,70.16,8.493,,,,
79.066667,69.63,8.493,,,,
79.1,69.73,8.495,,,,
79.133333,69.73,8.491,,,,
79.166667,69.8,8.49,,,,
79.2,69.96,8.491,,,,
79.233333,69.82,8.49,,,,
79.266667,69.81,8.49,,,,
79.3,69.81,8.491,,,,
79.333333,69.64,8.488,,,,
79.366667,69.8,8.49,,,,
79.4,69.81,8.489,,,,
79.433333,69.65,8.489,,,,
79.466667,69.71,8.488,,,,
79.5,69.94,8.487,,,,
79.533333,69.62,8.486,,,,
79.566667,69.67,8.486,,,,
79.6,70.06,8.487,,,,
79.633333,69.65,8.487,,,,
79.666667,70.53,8.491,,,,
79.7,70.03,8.488,,,,
79.733333,69.85,8.486,,,,
79.766667,69.81,8.486,,,,
79.8,69.83,8.488,,,,
79.833333,69.95,8.488,,,,
79.866667,69.6,8.487,,,,
79.9,70.09,8.49,,,,
79.933333,69.75,8.486,,,,
79.966667,69.88,8.487,,,,
80,69.77,8.487,,,,
80.033333,69.76,8.488,,,,
80.066667,69.77,8.486,,,,
80.1,69.73,8.486,,,,
80.133333,69.76,8.487,,,,
80.166667,69.43,8.484,,,,
80.2,69.95,8.485,,,,
80.233333,69.49,8.486,,,,
80.266667,70.01,8.483,,,,
80.3,69.85,8.485,,,,
80.333333,69.47,8.484,,,,
80.366667,69.99,8.484,,,,
80.4,69.83,8.484,,,,
80.433333,69.7,8.484,,,,
80.466667,69.91,8.484,,,,
80.5,69.78,8.483,,,,
80.533333,69.86,8.483,,,,
80.566667,69.7,8.482,,,,
80.6,69.92,8.485,,,,
80.633333,69.85,8.483,,,,
80.666667,69.57,8.483,,,,
80.7,69.94,8.483,,,,
80.733333,69.74,8.482,,,,
80.766667,69.57,8.482,,,,
80.8,70.15,8.481,,,,
80.833333,69.94,8.484,,,,
80.866667,69.82,8.482,,,,
80.9,69.9,8.482,,,,
80.933333,70.18,8.484,,,,
80.966667,69.8,8.484,,,,
81,69.67,8.48,,,,
81.033333,69.73,8.48,,,,
81.066667,69.95,8.48,,,,
81.1,69.91,8.482,,,,
81.133333,69.81,8.481,,,,
81.166667,69.88,8.481,,,,
81.2,69.84,8.481,,,,
81.233333,69.87,8.482,,,,
81.266667,69.77,8.479,,,,
81.3,69.94,8.48,,,,
81.333333,70.09,8.482,,,,
81.366667,69.87,8.477,,,,
81.4,70.17,8.477,,,,
81.433333,69.73,8.48,,,,
81.466667,69.87,8.477,,,,
81.5,69.7,8.478,,,,
81.533333,69.83,8.479,,,,
81.566667,69.9,8.479,,,,
81.6,69.95,8.479,,,,
81.633333,69.78,8.479,,,,
81.666667,70.24,8.48,,,,
81.7,69.99,8.479,,,,
81.733333,70.01,8.478,,,,
81.766667,69.97,8.477,,,,
81.8,69.92,8.477,,,,
81.833333,69.79,8.478,,,,
81.866667,70.07,8.479,,,,
81.9,69.92,8.478,,,,
81.933333,69.77,8.476,,,,
81.966667,70.1,8.476,,,,
82,69.82,8.476,,,,
82.033333,69.83,8.475,,,,
82.066667,69.7,8.476,,,,
82.1,70.04,8.475,,,,
82.133333,69.77,8.475,,,,
82.166667,69.71,8.475,,,,
82.2,69.76,8.475,,,,
82.233333,69.84,8.476,,,,
82.266667,69.43,8.474,,,,
82.3,70.13,8.476,,,,
82.333333,69.9,8.476,,,,
82.366667,69.85,8.474,,,,
82.4,69.9,8.476,,,,
82.433333,69.94,8.476,,,,
82.466667,69.62,8.474,,,,
82.5,69.78,8.474,,,,
82.533333,69.72,8.475,,,,
82.566667,69.91,8.474,,,,
82.6,69.67,8.472,,,,
82.633333,69.86,8.473,,,,
82.666667,69.69,8.473,,,,
82.7,69.84,8.472,,,,
82.733333,69.82,8.474,,,,
82.766667,69.72,8.472,,,,
82.8,69.86,8.47,,,,
82.833333,69.69,8.472,,,,
82.866667,69.66,8.47,,,,
82.9,69.54,8.468,,,,
82.933333,69.88,8.473,,,,
82.966667,69.8,8.472,,,,
83,69.69,8.469,,,,
83.033333,70.19,8.472,,,,
83.066667,69.78,8.471,,,,
83.1,69.87,8.471,,,,
83.133333,69.68,8.47,,,,
83.166667,69.79,8.472,,,,
83.2,69.89,8.471,,,,
83.233333,69.95,8.471,,,,
83.266667,69.89,8.469,,,,
83.3,69.73,8.468,,,,
83.333333,69.72,8.471,,,,
83.366667,69.68,8.473,,,,
83.4,70.24,8.472,,,,
83.433333,69.83,8.468,,,,
83.466667,69.7,8.468,,,,
83.5,70.09,8.47,,,,
83.533333,69.87,8.468,,,,
83.566667,69.82,8.469,,,,
83.6,69.72,8.468,,,,
83.633333,69.96,8.471,,,,
83.666667,69.84,8.469,,,,
83.7,69.85,8.468,,,,
83.733333,69.64,8.468,,,,
83.766667,70.05,8.469,,,,
83.8,69.72,8.468,,,,
83.833333,70.14,8.467,,,,
83.866667,69.96,8.468,,,,
83.9,69.84,8.468,,,,
83.933333,69.8,8.467,,,,
83.966667,69.68,8.466,,,,
84,70.04,8.468,,,,
84.033333,69.57,8.466,,,,
84.066667,69.87,8.468,,,,
84.1,69.6,8.467,,,,
84.133333,69.96,8.465,,,,
84.166667,70.06,8.466,,,,
84.2,69.82,8.47,,,,
84.233333,69.57,8.466,,,,
84.266667,69.65,8.465,,,,
84.3,69.71,8.466,,,,
84.333333,69.87,8.465,,,,
84.366667,69.88,8.465,,,,
84.4,69.83,8.464,,,,
84.433333,69.76,8.465,,,,
84.466667,70.09,8.467,,,,
84.5,69.7,8.465,,,,
84.533333,69.85,8.466,,,,
84.566667,69.83,8.465,,,,
84.6,69.54,8.466,,,,
84.633333,69.45,8.464,,,,
84.666667,69.73,8.465,,,,
84.7,69.7,8.462,,,,
84.733333,69.77,8.464,,,,
84.766667,69.54,8.46,,,,
84.8,69.74,8.464,,,,
84.833333,69.67,8.465,,,,
84.866667,69.77,8.463,,,,
84.9,69.64,8.464,,,,
84.933333,69.89,8.464,,,,
84.966667,69.8,8.464,,,,
85,69.92,8.463,,,,
85.033333,69.66,8.463,,,,
85.066667,69.56,8.462,,,,
85.1,69.87,8.464,,,,
85.133333,69.74,8.461,,,,
85.166667,69.87,8.463,,,,
85.2,69.7,8.461,,,,
85.233333,69.86,8.461,,,,
85.266667,70.02,8.463,,,,
85.3,69.45,8.46,,,,
85.333333,69.95,8.461,,,,
85.366667,69.79,8.46,,,,
85.4,69.62,8.461,,,,
85.433333,69.31,8.457,,,,
85.466667,69.89,8.463,,,,
85.5,69.9,8.46,,,,
85.533333,69.82,8.461,,,,
85.566667,69.68,8.46,,,,
85.6,69.28,8.458,,,,
85.633333,69.56,8.461,,,,
85.666667,69.59,8.46,,,,
85.7,69.55,8.459,,,,
85.733333,69.74,8.461,,,,
85.766667,69.6,8.46,,,,
