Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
8.083333,80.29,9.295,,,,
8.1,80.24,9.294,,,,
8.116667,80.03,9.295,,,,
8.133333,80.08,9.292,,,,
8.15,80.26,9.293,,,,
8.166667,80.27,9.293,,,,
8.183333,80.19,9.293,,,,
8.2,80.1,9.291,,,,
8.216667,80.25,9.291,,,,
8.233333,80.07,9.292,,,,
8.25,80.18,9.291,,,,
8.266667,80,9.291,,,,
8.283333,80.21,9.289,,,,
8.3,80.34,9.29,,,,
8.316667,80.25,9.289,,,,
8.333333,80.06,9.284,,,,
8.35,80.12,9.287,,,,
8.366667,80.38,9.287,,,,
8.383333,80.06,9.283,,,,
8.4,80.15,9.284,,,,
8.416667,80.51,9.286,,,,
8.433333,80.25,9.286,,,,
8.45,80.19,9.284,,,,
8.466667,80.23,9.281,,,,
8.483333,80.36,9.281,,,,
8.5,80.13,9.282,,,,
8.516667,80.06,9.28,,,,
8.533333,79.94,9.28,,,,
8.55,80.04,9.28,,,,
8.566667,80.19,9.278,,,,
8.583333,80.02,9.277,,,,
8.6,80.39,9.278,,,,
8.616667,80.33,9.278,,,,
8.633333,80.1,9.277,,,,
8.65,80.39,9.277,,,,
8.666667,80.15,9.275,,,,
8.683333,80.18,9.275,,,,
8.7,80.1,9.274,,,,
8.716667,80.45,9.271,,,,
8.733333,80.03,9.273,,,,
8.75,80.28,9.273,,,,
8.766667,80.36,9.271,,,,
8.783333,79.82,9.267,,,,
8.8,80.18,9.27,,,,
8.816667,80.21,9.269,,,,
8.833333,80.57,9.271,,,,
8.85,80.33,9.269,,,,
8.866667,80.45,9.267,,,,
8.883333,80.38,9.268,,,,
8.9,79.9,9.262,,,,
8.916667,80.16,9.267,,,,
8.933333,80.22,9.269,,,,
8.95,80.2,9.264,,,,
8.966667,80.46,9.264,,,,
8.983333,80.02,9.261,,,,
9,80.4,9.26,,,,
9.016667,80.23,9.262,,,,
9.033333,80.11,9.26,,,,
9.05,80.06,9.261,,,,
9.066667,80.18,9.261,,,,
9.083333,79.92,9.258,,,,
9.1,80.01,9.258,,,,
9.116667,80.43,9.258,,,,
9.133333,79.96,9.257,,,,
9.15,79.91,9.255,,,,
9.166667,80.12,9.256,,,,
9.183333,80.14,9.257,,,,
9.2,79.99,9.255,,,,
9.216667,80.05,9.254,,,,
9.233333,80.33,9.253,,,,
9.25,80.04,9.253,,,,
9.266667,80.24,9.254,,,,
9.283333,79.91,9.25,,,,
9.3,79.85,9.249,,,,
9.316667,80.23,9.248,,,,
9.333333,80.34,9.248,,,,
9.35,80.4,9.251,,,,
9.366667,80.11,9.247,,,,
9.383333,79.9,9.244,,,,
9.4,80.17,9.246,,,,
9.416667,80.19,9.246,,,,
9.433333,80.27,9.244,,,,
9.45,80.04,9.243,,,,
9.466667,79.96,9.242,,,,
9.483333,80,9.244,,,,
9.5,80.28,9.242,,,,
9.516667,80.2,9.241,,,,
9.533333,80.03,9.242,,,,
9.55,80.15,9.24,,,,
9.566667,80.2,9.237,,,,
9.583333,79.88,9.238,,,,
9.6,79.85,9.238,,,,
9.616667,80.04,9.235,,,,
9.633333,79.99,9.234,,,,
9.65,80.29,9.234,,,,
9.666667,80.15,9.234,,,,
9.683333,80.23,9.234,,,,
9.7,80.52,9.233,,,,
9.716667,80.31,9.233,,,,
9.733333,80.55,9.231,,,,
9.75,80.35,9.232,,,,
9.766667,80.38,9.231,,,,
9.783333,79.89,9.23,,,,
9.8,80.12,9.229,,,,
9.816667,79.82,9.227,,,,
9.833333,79.97,9.227,,,,
9.85,79.95,9.226,,,,
9.866667,80.03,9.226,,,,
9.883333,79.99,9.226,,,,
9.9,80.2,9.224,,,,
9.916667,80.23,9.225,,,,
9.933333,79.9,9.222,,,,
9.95,80.16,9.223,,,,
9.966667,80.07,9.222,,,,
9.983333,79.99,9.219,,,,
10,80.07,9.221,,,,
10.016667,80.45,9.223,,,,
10.033333,80.01,9.219,,,,
10.05,79.84,9.215,,,,
10.066667,80.18,9.216,,,,
10.083333,80.23,9.217,,,,
10.1,80.1,9.215,,,,
10.116667,79.96,9.214,,,,
10.133333,80.25,9.215,,,,
10.15,79.99,9.214,,,,
10.166667,79.77,9.213,,,,
10.183333,80.05,9.213,,,,
10.2,80.1,9.211,,,,
10.216667,80.06,9.21,,,,
10.233333,79.9,9.211,,,,
10.25,80.28,9.208,,,,
10.266667,79.95,9.208,,,,
10.283333,80.1,9.209,,,,
10.3,79.77,9.204,,,,
10.316667,80.03,9.206,,,,
10.333333,79.9,9.204,,,,
10.35,80.13,9.207,,,,
10.366667,80.29,9.207,,,,
10.383333,80.09,9.205,,,,
10.4,80.09,9.203,,,,
10.416667,79.89,9.2,,,,
10.433333,80.01,9.2,,,,
10.45,79.94,9.2,,,,
10.466667,79.85,9.198,,,,
10.483333,80.18,9.199,,,,
10.5,80.17,9.197,,,,
10.516667,80.1,9.196,,,,
10.533333,80.29,9.197,,,,
10.55,79.92,9.194,,,,
10.566667,80.06,9.193,,,,
10.583333,79.52,9.192,,,,
10.6,80.12,9.194,,,,
10.616667,79.95,9.194,,,,
10.633333,80.07,9.19,,,,
10.65,79.93,9.188,,,,
10.666667,79.89,9.191,,,,
10.683333,79.93,9.19,,,,
10.7,80.17,9.188,,,,
10.716667,80.29,9.189,,,,
10.733333,80.26,9.189,,,,
10.75,80.36,9.187,,,,
10.766667,79.83,9.183,,,,
10.783333,80.09,9.185,,,,
10.8,80.36,9.183,,,,
10.816667,80.13,9.182,,,,
10.833333,79.84,9.181,,,,
10.85,80.11,9.182,,,,
10.866667,80.52,9.183,,,,
10.883333,80.1,9.181,,,,
10.9,80.38,9.179,,,,
10.916667,80.3,9.18,,,,
10.933333,80,9.177,,,,
10.95,79.92,9.175,,,,
10.966667,80.11,9.174,,,,
10.983333,79.97,9.174,,,,
11,79.99,9.173,,,,
11.016667,80.07,9.173,,,,
11.033333,79.94,9.173,,,,
11.05,79.7,9.17,,,,
11.066667,80.04,9.169,,,,
11.083333,80.03,9.169,,,,
11.1,79.92,9.168,,,,
11.116667,79.78,9.166,,,,
11.133333,80.17,9.169,,,,
11.15,80.21,9.168,,,,
11.166667,80.07,9.165,,,,
11.183333,80.4,9.166,,,,
11.2,80.14,9.165,,,,
11.216667,79.98,9.163,,,,
11.233333,80.23,9.163,,,,
11.25,80.22,9.162,,,,
11.266667,80.03,9.161,,,,
11.283333,79.84,9.16,,,,
11.3,80.22,9.161,,,,
11.316667,80.17,9.16,,,,
11.333333,80.24,9.156,,,,
11.35,80.1,9.157,,,,
11.366667,79.58,9.154,,,,
11.383333,80.38,9.157,,,,
11.4,79.9,9.153,,,,
11.416667,79.99,9.153,,,,
11.433333,80.24,9.155,,,,
11.45,80.02,9.152,,,,
11.466667,80.13,9.151,,,,
11.483333,79.83,9.151,,,,
11.5,80.14,9.147,,,,
11.516667,79.95,9.148,,,,
11.533333,80.11,9.15,,,,
11.55,79.97,9.147,,,,
11.566667,79.89,9.146,,,,
11.583333,79.96,9.145,,,,
11.6,80.25,9.146,,,,
11.616667,79.94,9.142,,,,
11.633333,79.76,9.142,,,,
11.65,80.22,9.142,,,,
11.666667,80.15,9.142,,,,
11.683333,80.2,9.142,,,,
11.7,80.33,9.141,,,,
11.716667,79.85,9.137,,,,
11.733333,80.16,9.139,,,,
11.75,80.06,9.137,,,,
11.766667,79.92,9.135,,,,
11.783333,80.12,9.135,,,,
11.8,80.07,9.135,,,,
11.816667,80.06,9.134,,,,
11.833333,80.07,9.131,,,,
11.85,79.89,9.13,,,,
11.866667,79.99,9.131,,,,
11.883333,80.49,9.131,,,,
11.9,80.08,9.13,,,,
11.916667,79.77,9.13,,,,
11.933333,79.92,9.127,,,,
11.95,79.99,9.127,,,,
11.966667,80.25,9.128,,,,
11.983333,80.02,9.122,,,,
12,79.83,9.123,,,,
12.016667,80.27,9.126,,,,
12.033333,80.17,9.122,,,,
12.05,80.04,9.121,,,,
12.066667,79.84,9.123,,,,
12.083333,80.14,9.121,,,,
12.1,80.07,9.121,,,,
12.116667,80.19,9.12,,,,
12.133333,80.29,9.117,,,,
12.15,80.27,9.117,,,,
12.166667,80.32,9.116,,,,
12.183333,79.75,9.114,,,,
12.2,80.15,9.115,,,,
12.216667,80.01,9.113,,,,
12.233333,80.32,9.114,,,,
12.25,80.2,9.113,,,,
12.266667,80.21,9.112,,,,
12.283333,80.32,9.11,,,,
12.3,80.04,9.11,,,,
12.316667,79.83,9.11,,,,
12.333333,79.96,9.109,,,,
12.35,80.07,9.105,,,,
12.366667,80.16,9.107,,,,
12.383333,80.26,9.108,,,,
12.4,80.27,9.106,,,,
12.416667,80.04,9.103,,,,
12.433333,80.12,9.103,,,,
12.45,80.2,9.104,,,,
12.466667,80.09,9.1,,,,
12.483333,80.01,9.099,,,,
12.5,80.14,9.101,,,,
12.516667,80.23,9.098,,,,
12.533333,80.16,9.098,,,,
12.55,80.28,9.098,,,,
12.566667,80.21,9.097,,,,
12.583333,80.18,9.096,,,,
12.6,80.17,9.094,,,,
12.616667,80.08,9.091,,,,
12.633333,80.09,9.093,,,,
12.65,80.09,9.092,,,,
12.666667,80,9.092,,,,
12.683333,80.29,9.092,,,,
12.7,80.32,9.09,,,,
12.716667,80.21,9.088,,,,
12.733333,79.93,9.087,,,,
12.75,80.49,9.089,,,,
12.766667,79.78,9.084,,,,
12.783333,80.38,9.086,,,,
12.8,80.2,9.085,,,,
12.816667,80.18,9.084,,,,
12.833333,80.37,9.084,,,,
12.85,80.07,9.082,,,,
12.866667,80.16,9.081,,,,
12.883333,80.25,9.081,,,,
12.9,79.99,9.079,,,,
12.916667,80.3,9.079,,,,
12.933333,80.18,9.077,,,,
12.95,80.03,9.076,,,,
12.966667,80.38,9.077,,,,
12.983333,80.37,9.076,,,,
13,80.28,9.075,,,,
13.016667,80.23,9.076,,,,
13.033333,80.22,9.076,,,,
13.05,79.83,9.07,,,,
13.066667,80.06,9.071,,,,
13.083333,80.08,9.071,,,,
13.1,80.1,9.07,,,,
13.116667,80.17,9.069,,,,
13.133333,80.25,9.068,,,,
13.15,79.9,9.066,,,,
13.166667,80.23,9.064,,,,
13.183333,80.26,9.063,,,,
13.2,80.34,9.064,,,,
13.216667,80.32,9.062,,,,
13.233333,80.27,9.063,,,,
13.25,79.96,9.063,,,,
13.266667,79.99,9.059,,,,
13.283333,80.07,9.06,,,,
13.3,80.23,9.059,,,,
13.316667,80.05,9.056,,,,
13.333333,79.83,9.056,,,,
13.35,80.21,9.057,,,,
13.366667,80.46,9.057,,,,
13.383333,80.1,9.055,,,,
13.4,80.25,9.053,,,,
13.416667,80.03,9.053,,,,
13.433333,80.37,9.055,,,,
13.45,80.14,9.052,,,,
13.466667,80.13,9.05,,,,
13.483333,79.91,9.05,,,,
13.5,79.88,9.046,,,,
13.516667,80.13,9.048,,,,
13.533333,79.95,9.045,,,,
13.55,80.4,9.048,,,,
13.566667,80.55,9.045,,,,
13.583333,80.19,9.043,,,,
13.6,80.11,9.041,,,,
13.616667,80.14,9.043,,,,
13.633333,79.95,9.042,,,,
13.65,80.23,9.043,,,,
13.666667,79.97,9.041,,,,
13.683333,80.04,9.038,,,,
13.7,80.17,9.041,,,,
13.716667,80.55,9.041,,,,
13.733333,79.93,9.036,,,,
13.75,79.93,9.034,,,,
13.766667,80.18,9.036,,,,
13.783333,80.54,9.036,,,,
13.8,80.18,9.034,,,,
13.816667,80.09,9.032,,,,
13.833333,80.05,9.031,,,,
13.85,80.37,9.03,,,,
13.866667,79.85,9.028,,,,
13.883333,80.26,9.028,,,,
13.9,80.36,9.03,,,,
13.916667,80.06,9.026,,,,
13.933333,80.36,9.029,,,,
13.95,80.33,9.028,,,,
13.966667,79.87,9.024,,,,
13.983333,80.1,9.024,,,,
14,80.14,9.023,,,,
14.016667,80.13,9.021,,,,
14.033333,80.11,9.023,,,,
14.05,80.19,9.02,,,,
14.066667,80.07,9.021,,,,
14.083333,80.28,9.017,,,,
14.1,80.12,9.018,,,,
14.116667,80.29,9.017,,,,
14.133333,80.1,9.018,,,,
14.15,80.1,9.016,,,,
14.166667,80.45,9.019,,,,
14.183333,80.04,9.015,,,,
14.2,80.27,9.015,,,,
14.216667,80.19,9.012,,,,
14.233333,80.4,9.014,,,,
14.25,80.38,9.011,,,,
14.266667,80.02,9.009,,,,
14.283333,80.22,9.009,,,,
14.3,80.11,9.009,,,,
14.316667,80.13,9.01,,,,
14.333333,80.21,9.008,,,,
14.35,79.95,9.003,,,,
14.366667,80.09,9.005,,,,
14.383333,80.34,9.007,,,,
14.4,80.3,9.005,,,,
14.416667,80.27,9.003,,,,
14.433333,80.11,9.003,,,,
14.45,79.89,8.999,,,,
14.466667,80.34,9.002,,,,
14.483333,80.4,9,,,,
14.5,79.84,8.997,,,,
14.516667,80.23,8.999,,,,
14.533333,80.19,8.997,,,,
14.55,79.83,8.996,,,,
14.566667,80.18,8.996,,,,
14.583333,80.17,8.994,,,,
14.6,80,8.994,,,,
14.616667,80.3,8.992,,,,
14.633333,79.94,8.991,,,,
14.65,80.22,8.992,,,,
14.666667,80.21,8.99,,,,
14.683333,80.16,8.991,,,,
14.7,80.14,8.99,,,,
14.716667,80.18,8.988,,,,
14.733333,79.93,8.989,,,,
14.75,80.14,8.985,,,,
14.766667,80.09,8.981,,,,
14.783333,80.29,8.984,,,,
14.8,79.99,8.983,,,,
14.816667,80.08,8.983,,,,
14.833333,80.21,8.982,,,,
14.85,80.33,8.98,,,,
14.866667,80.31,8.979,,,,
14.883333,80.28,8.979,,,,
14.9,79.95,8.976,,,,
14.916667,80.33,8.977,,,,
14.933333,80.67,8.976,,,,
14.95,80.03,8.976,,,,
14.966667,80.2,8.973,,,,
14.983333,80.46,8.975,,,,
15,80.08,8.973,,,,
15.016667,80.02,8.971,,,,
15.033333,80.29,8.972,,,,
15.05,80.11,8.97,,,,
15.066667,80.28,8.97,,,,
15.083333,80.57,8.97,,,,
15.1,80.35,8.969,,,,
15.116667,80.55,8.969,,,,
15.133333,80.23,8.966,,,,
15.15,80.12,8.966,,,,
15.166667,80.45,8.966,,,,
15.183333,80.02,8.964,,,,
15.2,80.22,8.963,,,,
15.216667,80.19,8.963,,,,
15.233333,80.3,8.962,,,,
15.25,80.29,8.962,,,,
15.266667,80.41,8.961,,,,
15.283333,80.17,8.959,,,,
15.3,80.1,8.957,,,,
15.316667,80.17,8.958,,,,
15.333333,80.37,8.959,,,,
15.35,80.33,8.958,,,,
15.366667,80.16,8.956,,,,
15.383333,80.22,8.956,,,,
15.4,80.08,8.956,,,,
15.416667,80.14,8.953,,,,
15.433333,80.11,8.951,,,,
15.45,80.51,8.952,,,,
15.466667,80.66,8.952,,,,
15.483333,80.24,8.95,,,,
15.5,80.36,8.95,,,,
15.516667,80.3,8.949,,,,
15.533333,80.04,8.947,,,,
15.55,80.27,8.947,,,,
15.566667,80.07,8.945,,,,
15.583333,80.3,8.946,,,,
15.6,80.34,8.946,,,,
15.616667,80.62,8.946,,,,
15.633333,80.18,8.941,,,,
15.65,80.06,8.943,,,,
15.666667,80.22,8.942,,,,
15.683333,80.31,8.941,,,,
15.7,80.12,8.94,,,,
15.716667,80.31,8.939,,,,
15.733333,80.43,8.939,,,,
15.75,80.28,8.939,,,,
15.766667,80.43,8.938,,,,
15.783333,80.11,8.934,,,,
15.8,80.32,8.936,,,,
15.816667,80.04,8.932,,,,
15.833333,80.54,8.933,,,,
15.85,79.82,8.93,,,,
15.866667,80.36,8.931,,,,
15.883333,80.41,8.931,,,,
15.9,80.2,8.93,,,,
15.916667,80.07,8.93,,,,
15.933333,80.27,8.927,,,,
15.95,80.45,8.929,,,,
15.966667,80.29,8.926,,,,
15.983333,80.01,8.926,,,,
16,80.09,8.926,,,,
16.016667,80.23,8.925,,,,
16.033333,79.85,8.923,,,,
16.05,80.31,8.923,,,,
16.066667,80.27,8.92,,,,
16.083333,80.13,8.921,,,,
16.1,80.49,8.924,,,,
16.116667,80.04,8.918,,,,
16.133333,79.95,8.916,,,,
16.15,80,8.92,,,,
16.166667,79.98,8.918,,,,
16.183333,80,8.915,,,,
16.2,80.09,8.915,,,,
16.216667,80.22,8.915,,,,
16.233333,80.24,8.915,,,,
16.25,80.46,8.914,,,,
16.266667,80.17,8.913,,,,
16.283333,80.23,8.911,,,,
16.3,80.22,8.911,,,,
16.316667,80.12,8.91,,,,
16.333333,80.24,8.909,,,,
16.35,80.18,8.911,,,,
16.366667,80.05,8.908,,,,
16.383333,80.13,8.908,,,,
16.4,80.21,8.907,,,,
16.416667,80.11,8.905,,,,
16.433333,80.28,8.905,,,,
16.45,80.16,8.906,,,,
16.466667,80.32,8.903,,,,
16.483333,80.04,8.899,,,,
16.5,80.13,8.902,,,,
16.516667,80.22,8.902,,,,
16.533333,80.22,8.9,,,,
