Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
16.55,79.86,8.898,,,,
16.566667,80.2,8.9,,,,
16.583333,80.35,8.899,,,,
16.6,80.54,8.898,,,,
16.616667,80.29,8.896,,,,
16.633333,80.12,8.896,,,,
16.65,79.97,8.894,,,,
16.666667,80.12,8.896,,,,
16.683333,80.27,8.894,,,,
16.7,80.2,8.895,,,,
16.716667,80.31,8.893,,,,
16.733333,80.17,8.892,,,,
16.75,80.32,8.891,,,,
16.766667,80.34,8.892,,,,
16.783333,80.1,8.889,,,,
16.8,79.95,8.887,,,,
16.816667,80.23,8.887,,,,
16.833333,80.43,8.892,,,,
16.85,80.29,8.884,,,,
16.866667,80.16,8.883,,,,
16.883333,80.19,8.886,,,,
16.9,80.08,8.883,,,,
16.916667,80.05,8.883,,,,
16.933333,80.31,8.882,,,,
16.95,80.04,8.878,,,,
16.966667,80.28,8.883,,,,
16.983333,80.05,8.881,,,,
17,80.1,8.88,,,,
17.016667,80.51,8.878,,,,
17.033333,80.19,8.879,,,,
17.05,80.03,8.875,,,,
17.066667,80.03,8.876,,,,
17.083333,80.12,8.875,,,,
17.1,80.2,8.875,,,,
17.116667,80.04,8.875,,,,
17.133333,79.8,8.873,,,,
17.15,80.26,8.871,,,,
17.166667,80.28,8.873,,,,
17.183333,80.06,8.871,,,,
17.2,80.06,8.872,,,,
17.216667,80.21,8.871,,,,
17.233333,80.34,8.871,,,,
17.25,79.92,8.869,,,,
17.266667,80.02,8.867,,,,
17.283333,80.02,8.867,,,,
17.3,80.17,8.867,,,,
17.316667,79.96,8.865,,,,
17.333333,79.92,8.865,,,,
17.35,80.08,8.863,,,,
17.366667,79.87,8.866,,,,
17.383333,80.17,8.863,,,,
17.4,79.96,8.861,,,,
17.416667,80.45,8.863,,,,
17.433333,80.39,8.861,,,,
17.45,80.17,8.861,,,,
17.466667,80.19,8.86,,,,
17.483333,80.28,8.859,,,,
17.5,80.18,8.858,,,,
17.516667,79.85,8.856,,,,
17.533333,80.47,8.86,,,,
17.55,80.05,8.857,,,,
17.566667,79.95,8.855,,,,
17.583333,80.12,8.855,,,,
17.6,80.03,8.852,,,,
17.616667,80.22,8.852,,,,
17.633333,80,8.852,,,,
17.65,80.27,8.85,,,,
17.666667,79.94,8.85,,,,
17.683333,80.02,8.85,,,,
17.7,80.2,8.851,,,,
17.716667,80.11,8.852,,,,
17.733333,80.18,8.849,,,,
17.75,80.1,8.847,,,,
17.766667,80.05,8.847,,,,
17.783333,79.76,8.845,,,,
17.8,80.04,8.846,,,,
17.816667,80.14,8.845,,,,
17.833333,80.4,8.846,,,,
17.85,80.02,8.844,,,,
17.866667,80.27,8.844,,,,
17.883333,80.27,8.843,,,,
17.9,79.72,8.838,,,,
17.916667,79.93,8.839,,,,
17.933333,80.29,8.839,,,,
17.95,80.04,8.837,,,,
17.966667,80,8.837,,,,
17.983333,80.1,8.836,,,,
18,79.96,8.838,,,,
18.016667,80.06,8.837,,,,
18.033333,80.1,8.837,,,,
18.05,79.92,8.835,,,,
18.066667,80.12,8.834,,,,
18.083333,80.04,8.834,,,,
18.1,80.43,8.835,,,,
18.116667,79.9,8.833,,,,
18.133333,80.21,8.83,,,,
18.15,79.99,8.831,,,,
18.166667,80.41,8.832,,,,
18.183333,80.47,8.83,,,,
18.2,79.67,8.826,,,,
18.216667,80.05,8.827,,,,
18.233333,80.38,8.828,,,,
18.25,79.88,8.828,,,,
18.266667,80.04,8.825,,,,
18.283333,79.91,8.826,,,,
18.3,80.01,8.824,,,,
18.316667,80.37,8.822,,,,
18.333333,80.04,8.823,,,,
18.35,80.4,8.826,,,,
18.366667,80.16,8.82,,,,
18.383333,79.84,8.819,,,,
18.4,80.11,8.82,,,,
18.416667,80.31,8.818,,,,
18.433333,79.93,8.817,,,,
18.45,80.2,8.819,,,,
18.466667,80.27,8.82,,,,
18.483333,79.57,8.815,,,,
18.5,80.3,8.818,,,,
18.516667,79.98,8.817,,,,
18.533333,79.96,8.817,,,,
18.55,80.17,8.816,,,,
18.566667,79.94,8.813,,,,
18.583333,80.14,8.814,,,,
18.6,80.14,8.815,,,,
18.616667,80.03,8.812,,,,
18.633333,80.04,8.812,,,,
18.65,80.19,8.81,,,,
18.666667,80.2,8.813,,,,
18.683333,80.21,8.81,,,,
18.7,80.27,8.81,,,,
18.716667,80.2,8.809,,,,
18.733333,79.59,8.805,,,,
18.75,80.34,8.808,,,,
18.766667,80.01,8.807,,,,
18.783333,79.97,8.805,,,,
18.8,80.11,8.805,,,,
18.816667,79.93,8.803,,,,
18.833333,80.26,8.804,,,,
18.85,79.81,8.801,,,,
18.866667,79.92,8.802,,,,
18.883333,80.09,8.803,,,,
18.9,79.89,8.799,,,,
18.916667,79.64,8.8,,,,
18.933333,79.89,8.799,,,,
18.95,79.72,8.798,,,,
18.966667,79.94,8.798,,,,
18.983333,80.26,8.8,,,,
19,80.21,8.796,,,,
19.016667,79.92,8.796,,,,
19.033333,80.1,8.798,,,,
19.05,80.22,8.796,,,,
19.066667,80.15,8.796,,,,
19.083333,80.09,8.793,,,,
19.1,79.79,8.791,,,,
19.116667,79.7,8.79,,,,
19.133333,80.1,8.793,,,,
19.15,80.41,8.793,,,,
19.166667,80.27,8.794,,,,
19.183333,80.13,8.793,,,,
19.2,79.82,8.791,,,,
19.216667,80,8.789,,,,
19.233333,79.54,8.788,,,,
19.25,80.13,8.788,,,,
19.266667,80.09,8.786,,,,
19.283333,80.21,8.788,,,,
19.3,80.17,8.788,,,,
19.316667,80.14,8.787,,,,
19.333333,80.15,8.787,,,,
19.35,80.15,8.784,,,,
19.366667,80.27,8.782,,,,
19.383333,79.95,8.783,,,,
19.4,80.06,8.781,,,,
19.416667,80.11,8.784,,,,
19.433333,80.42,8.783,,,,
19.45,80.22,8.784,,,,
19.466667,80.04,8.781,,,,
19.483333,80.45,8.782,,,,
19.5,79.91,8.781,,,,
19.516667,80.19,8.779,,,,
19.533333,80.03,8.78,,,,
19.55,80.12,8.781,,,,
19.566667,80.19,8.776,,,,
19.583333,80.46,8.777,,,,
19.6,80.28,8.776,,,,
19.616667,80.1,8.775,,,,
19.633333,80.27,8.775,,,,
19.65,80.25,8.775,,,,
19.666667,79.95,8.773,,,,
19.683333,79.62,8.772,,,,
19.7,80.18,8.771,,,,
19.716667,80.09,8.771,,,,
19.733333,80.03,8.771,,,,
19.75,80.27,8.77,,,,
19.766667,80.13,8.77,,,,
19.783333,80.19,8.768,,,,
19.8,79.95,8.767,,,,
19.816667,80.08,8.769,,,,
19.833333,80.65,8.77,,,,
19.85,80.2,8.769,,,,
19.866667,80.23,8.767,,,,
19.883333,80.07,8.767,,,,
19.9,80.1,8.766,,,,
19.916667,80.13,8.766,,,,
19.933333,80.24,8.767,,,,
19.95,79.91,8.763,,,,
19.966667,80.18,8.763,,,,
19.983333,80.16,8.764,,,,
20,80.29,8.763,,,,
20.016667,80.07,8.762,,,,
20.033333,80.21,8.762,,,,
20.05,80.24,8.762,,,,
20.066667,80.46,8.763,,,,
20.083333,79.97,8.759,,,,
20.1,80.34,8.759,,,,
20.116667,79.75,8.757,,,,
20.133333,80.29,8.76,,,,
20.15,80.2,8.757,,,,
20.166667,80.05,8.756,,,,
20.183333,80.29,8.755,,,,
20.2,80.17,8.756,,,,
20.216667,80.18,8.755,,,,
20.233333,80.51,8.756,,,,
20.25,80.19,8.755,,,,
20.266667,80.02,8.753,,,,
20.283333,80.21,8.753,,,,
20.3,80.24,8.754,,,,
20.316667,79.75,8.75,,,,
20.333333,80.14,8.752,,,,
20.35,80.19,8.754,,,,
20.366667,80.15,8.749,,,,
20.383333,79.82,8.747,,,,
20.4,79.95,8.749,,,,
20.416667,80.21,8.75,,,,
20.433333,80.03,8.748,,,,
20.45,79.99,8.747,,,,
20.466667,79.71,8.745,,,,
20.483333,79.99,8.746,,,,
20.5,79.93,8.743,,,,
20.516667,80.13,8.745,,,,
20.533333,79.85,8.745,,,,
20.55,80,8.744,,,,
20.566667,80.14,8.745,,,,
20.583333,80.52,8.744,,,,
20.6,79.83,8.741,,,,
20.616667,80.28,8.743,,,,
20.633333,80.22,8.742,,,,
20.65,79.95,8.74,,,,
20.666667,80.33,8.741,,,,
20.683333,80.27,8.741,,,,
20.7,80.13,8.74,,,,
20.716667,80.27,8.739,,,,
20.733333,79.97,8.74,,,,
20.75,80.19,8.738,,,,
20.766667,80.03,8.738,,,,
20.783333,80.17,8.739,,,,
20.8,80.31,8.738,,,,
20.816667,80.1,8.735,,,,
20.833333,80.01,8.735,,,,
20.85,79.95,8.734,,,,
20.866667,80,8.735,,,,
20.883333,79.81,8.732,,,,
20.9,80.13,8.734,,,,
20.916667,80.09,8.733,,,,
20.933333,80.29,8.733,,,,
20.95,80.49,8.73,,,,
20.966667,80.2,8.732,,,,
20.983333,80.47,8.733,,,,
21,80.25,8.73,,,,
21.016667,80.12,8.73,,,,
21.033333,79.98,8.728,,,,
21.05,80.2,8.727,,,,
21.066667,80.22,8.727,,,,
21.083333,80.17,8.729,,,,
21.1,80.3,8.725,,,,
21.116667,80.12,8.728,,,,
21.133333,80.42,8.726,,,,
21.15,80.15,8.728,,,,
21.166667,79.95,8.724,,,,
21.183333,80.32,8.726,,,,
21.2,80.17,8.722,,,,
21.216667,80.23,8.723,,,,
21.233333,80.39,8.725,,,,
21.25,80.28,8.723,,,,
21.266667,79.89,8.72,,,,
21.283333,79.96,8.719,,,,
21.3,80.37,8.724,,,,
21.316667,80.26,8.722,,,,
21.333333,79.99,8.719,,,,
21.35,80.13,8.72,,,,
21.366667,80.27,8.719,,,,
21.383333,80.28,8.719,,,,
21.4,80.48,8.721,,,,
21.416667,80.25,8.72,,,,
21.433333,80.36,8.719,,,,
21.45,80.1,8.719,,,,
21.466667,80.19,8.717,,,,
21.483333,80.21,8.714,,,,
21.5,80.28,8.715,,,,
21.516667,80.16,8.715,,,,
21.533333,80.15,8.716,,,,
21.55,80.14,8.714,,,,
21.566667,80.08,8.713,,,,
21.583333,80.21,8.714,,,,
21.6,80.14,8.713,,,,
21.616667,80.22,8.712,,,,
21.633333,80.18,8.712,,,,
21.65,80.25,8.711,,,,
21.666667,80.36,8.711,,,,
21.683333,80.47,8.71,,,,
21.7,80.16,8.709,,,,
21.716667,80.07,8.71,,,,
21.733333,80.23,8.708,,,,
21.75,80.08,8.708,,,,
21.766667,80.13,8.704,,,,
21.783333,80.25,8.707,,,,
21.8,80.68,8.711,,,,
21.816667,80.27,8.706,,,,
21.833333,80.05,8.705,,,,
21.85,80.29,8.706,,,,
21.866667,80.28,8.707,,,,
21.883333,80.31,8.704,,,,
21.9,79.99,8.702,,,,
21.916667,80.14,8.704,,,,
21.933333,80.28,8.703,,,,
21.95,80.33,8.703,,,,
21.966667,80.24,8.705,,,,
21.983333,80.16,8.701,,,,
22,80.05,8.7,,,,
22.016667,80.32,8.702,,,,
22.033333,80.19,8.702,,,,
22.05,79.97,8.7,,,,
22.066667,80.18,8.702,,,,
22.083333,79.9,8.697,,,,
22.1,80.46,8.7,,,,
22.116667,80.41,8.699,,,,
22.133333,80.02,8.699,,,,
22.15,80.58,8.699,,,,
22.166667,80.39,8.698,,,,
22.183333,80.24,8.697,,,,
22.2,80.02,8.696,,,,
22.216667,80.12,8.695,,,,
22.233333,80.17,8.695,,,,
22.25,80.54,8.698,,,,
22.266667,80.35,8.695,,,,
22.283333,80.28,8.696,,,,
22.3,80,8.693,,,,
22.316667,80.19,8.693,,,,
22.333333,80.26,8.693,,,,
22.35,80.44,8.691,,,,
22.366667,80.63,8.693,,,,
22.383333,80.52,8.691,,,,
22.4,79.97,8.69,,,,
22.416667,79.85,8.688,,,,
22.433333,80.21,8.69,,,,
22.45,80.16,8.689,,,,
22.466667,80.39,8.69,,,,
22.483333,80.21,8.69,,,,
22.5,80.57,8.69,,,,
22.516667,80.19,8.688,,,,
22.533333,80.14,8.689,,,,
22.55,80.18,8.687,,,,
22.566667,80.31,8.688,,,,
22.583333,80.12,8.688,,,,
22.6,80.36,8.686,,,,
22.616667,80.31,8.687,,,,
22.633333,80.28,8.683,,,,
22.65,80.52,8.687,,,,
22.666667,80.32,8.687,,,,
22.683333,80.25,8.685,,,,
22.7,80.17,8.684,,,,
22.716667,80.33,8.685,,,,
22.733333,80.13,8.684,,,,
22.75,80.24,8.681,,,,
22.766667,80.37,8.684,,,,
22.783333,80.36,8.682,,,,
22.8,80.1,8.681,,,,
22.816667,80.15,8.682,,,,
22.833333,80.21,8.68,,,,
22.85,80.74,8.682,,,,
22.866667,80.35,8.68,,,,
22.883333,80.41,8.681,,,,
22.9,80.32,8.68,,,,
22.916667,80.11,8.679,,,,
22.933333,80.15,8.676,,,,
22.95,80.36,8.68,,,,
22.966667,80.42,8.679,,,,
22.983333,80.57,8.677,,,,
23,80.21,8.677,,,,
23.016667,80.17,8.676,,,,
23.033333,79.75,8.675,,,,
23.05,80.23,8.675,,,,
23.066667,80.64,8.676,,,,
23.083333,80.31,8.674,,,,
23.1,80.38,8.674,,,,
23.116667,80.12,8.673,,,,
23.133333,80.46,8.672,,,,
23.15,80.32,8.672,,,,
23.166667,80.21,8.674,,,,
23.183333,80.29,8.672,,,,
23.2,80.23,8.67,,,,
23.216667,80.06,8.67,,,,
23.233333,79.96,8.67,,,,
23.25,80.52,8.672,,,,
23.266667,80.55,8.672,,,,
23.283333,80.26,8.671,,,,
23.3,80.24,8.669,,,,
23.316667,80.63,8.672,,,,
23.333333,80.52,8.669,,,,
23.35,80.33,8.667,,,,
23.366667,80.44,8.669,,,,
23.383333,80.33,8.669,,,,
23.4,80.3,8.668,,,,
23.416667,80.66,8.665,,,,
23.433333,80.51,8.669,,,,
23.45,80.57,8.668,,,,
23.466667,80.24,8.666,,,,
23.483333,80.53,8.669,,,,
23.5,80.54,8.665,,,,
23.516667,80.51,8.666,,,,
23.533333,80.53,8.666,,,,
23.55,80.21,8.662,,,,
23.566667,80.38,8.663,,,,
23.583333,80.12,8.662,,,,
23.6,80.56,8.662,,,,
23.616667,80.13,8.66,,,,
23.633333,80.25,8.661,,,,
23.65,80.28,8.661,,,,
23.666667,80.62,8.665,,,,
23.683333,80.58,8.661,,,,
23.7,80.48,8.663,,,,
23.716667,80.39,8.662,,,,
23.733333,80.27,8.659,,,,
23.75,80.55,8.66,,,,
23.766667,80.35,8.661,,,,
23.783333,80.04,8.656,,,,
23.8,80.48,8.658,,,,
23.816667,80.37,8.658,,,,
23.833333,80.13,8.657,,,,
23.85,80.31,8.658,,,,
23.866667,80.48,8.658,,,,
23.883333,80.22,8.656,,,,
23.9,80.18,8.657,,,,
23.916667,80.27,8.657,,,,
23.933333,80.05,8.655,,,,
23.95,80.54,8.657,,,,
23.966667,80.46,8.657,,,,
23.983333,80.23,8.651,,,,
24,80.16,8.653,,,,
24.016667,80.7,8.657,,,,
24.033333,80.5,8.654,,,,
24.05,80.45,8.653,,,,
24.066667,80.62,8.654,,,,
24.083333,80.18,8.653,,,,
24.1,80.15,8.652,,,,
24.116667,80.56,8.651,,,,
24.133333,80.48,8.652,,,,
24.15,80.59,8.653,,,,
24.166667,80.27,8.65,,,,
24.183333,80.61,8.653,,,,
24.2,80.49,8.651,,,,
24.216667,80.45,8.652,,,,
24.233333,80.6,8.649,,,,
24.25,80.39,8.649,,,,
24.266667,80.82,8.651,,,,
24.283333,80.81,8.651,,,,
24.3,80.22,8.647,,,,
24.316667,80.27,8.649,,,,
24.333333,80.47,8.649,,,,
24.35,80.5,8.648,,,,
24.366667,80.02,8.645,,,,
24.383333,80.29,8.646,,,,
24.4,80.03,8.645,,,,
24.416667,80.49,8.647,,,,
24.433333,80.41,8.647,,,,
24.45,80.38,8.645,,,,
24.466667,80.2,8.645,,,,
24.483333,80.53,8.645,,,,
24.5,80.38,8.645,,,,
24.516667,80.37,8.645,,,,
24.533333,80.31,8.641,,,,
24.55,80.59,8.644,,,,
24.566667,80.15,8.64,,,,
24.583333,80.39,8.641,,,,
24.6,80.68,8.641,,,,
24.616667,80.2,8.642,,,,
24.633333,80.69,8.642,,,,
24.65,80.21,8.639,,,,
24.666667,80.34,8.642,,,,
24.683333,80.03,8.641,,,,
24.7,80.15,8.64,,,,
24.716667,80.47,8.639,,,,
24.733333,80.59,8.641,,,,
24.75,80.41,8.639,,,,
24.766667,80.52,8.64,,,,
24.783333,80.69,8.639,,,,
24.8,80.63,8.64,,,,
24.816667,80.53,8.642,,,,
24.833333,80.18,8.638,,,,
24.85,80.64,8.637,,,,
24.866667,80.62,8.639,,,,
24.883333,80.43,8.637,,,,
24.9,80.5,8.638,,,,
24.916667,80.72,8.638,,,,
24.933333,80.42,8.637,,,,
24.95,80.34,8.635,,,,
24.966667,80.57,8.636,,,,
24.983333,80.15,8.635,,,,
25,80.57,8.637,,,,
25.016667,80.27,8.636,,,,
25.033333,80.25,8.634,,,,
25.05,80.45,8.636,,,,
25.066667,80.61,8.637,,,,
25.083333,80.27,8.633,,,,
25.1,80.17,8.632,,,,
25.116667,80.53,8.633,,,,
25.133333,80.44,8.631,,,,
25.15,80.2,8.633,,,,
25.166667,80.33,8.631,,,,
25.183333,80.47,8.633,,,,
25.2,80.95,8.632,,,,
25.216667,80.37,8.632,,,,
25.233333,80.36,8.632,,,,
25.25,80.34,8.63,,,,
25.266667,80.59,8.63,,,,
25.283333,80.72,8.63,,,,
25.3,80.39,8.629,,,,
25.316667,80.24,8.63,,,,
25.333333,80.34,8.63,,,,
25.35,79.96,8.626,,,,
25.366667,80.46,8.629,,,,
25.383333,80.07,8.629,,,,
25.4,80.36,8.629,,,,
25.416667,80.49,8.629,,,,
25.433333,80.42,8.628,,,,
25.45,80.4,8.629,,,,
25.466667,80.07,8.629,,,,
25.483333,80.47,8.626,,,,
25.5,80.56,8.626,,,,
25.516667,80.61,8.629,,,,
25.533333,80.43,8.627,,,,
25.55,80.49,8.627,,,,
25.566667,80.68,8.626,,,,
25.583333,80.28,8.623,,,,
25.6,80.7,8.625,,,,
25.616667,80.22,8.626,,,,
25.633333,80.39,8.623,,,,
25.65,80.4,8.624,,,,
25.666667,80.62,8.624,,,,
25.683333,80.48,8.621,,,,
25.7,80.3,8.625,,,,
25.716667,80.49,8.622,,,,
25.733333,80.77,8.622,,,,
25.75,80.49,8.622,,,,
25.766667,80.42,8.623,,,,
25.783333,80.46,8.621,,,,
25.8,80.26,8.62,,,,
25.816667,80.49,8.621,,,,
25.833333,80.38,8.619,,,,
25.85,80.32,8.62,,,,
25.866667,80.32,8.619,,,,
25.883333,80.28,8.618,,,,
25.9,80.33,8.619,,,,
25.916667,80.07,8.618,,,,
25.933333,80.24,8.619,,,,
25.95,80.61,8.622,,,,
25.966667,80.22,8.62,,,,
25.983333,80.7,8.62,,,,
26,80.25,8.618,,,,
26.016667,80.2,8.618,,,,
26.033333,80.51,8.618,,,,
26.05,80.26,8.615,,,,
26.066667,80.02,8.615,,,,
26.083333,80.15,8.617,,,,
26.1,80.3,8.616,,,,
26.116667,80.39,8.617,,,,
26.133333,80.3,8.616,,,,
26.15,80.42,8.618,,,,
26.166667,80.42,8.616,,,,
26.183333,80.42,8.616,,,,
26.2,80.38,8.616,,,,
26.216667,80.48,8.612,,,,
26.233333,80.47,8.615,,,,
26.25,80.13,8.614,,,,
26.266667,80.51,8.615,,,,
26.283333,80.6,8.614,,,,
26.3,80.12,8.61,,,,
26.316667,80.41,8.611,,,,
26.333333,80.45,8.613,,,,
26.35,80.35,8.612,,,,
26.366667,79.94,8.61,,,,
26.383333,80.35,8.612,,,,
26.4,80.32,8.612,,,,
26.416667,80.2,8.611,,,,
26.433333,79.97,8.608,,,,
26.45,80.12,8.61,,,,
26.466667,80.17,8.611,,,,
26.483333,80.16,8.61,,,,
26.5,80.35,8.611,,,,
26.516667,80.23,8.61,,,,
26.533333,79.95,8.61,,,,
26.55,80.02,8.608,,,,
26.566667,80.06,8.609,,,,
26.583333,80.4,8.609,,,,
26.6,80.36,8.61,,,,
26.616667,80.43,8.61,,,,
26.633333,80.32,8.609,,,,
26.65,79.93,8.608,,,,
26.666667,80.25,8.609,,,,
26.683333,80.03,8.608,,,,
26.7,80.37,8.608,,,,
26.716667,80.22,8.608,,,,
26.733333,80.35,8.606,,,,
26.75,80.27,8.606,,,,
26.766667,80.39,8.607,,,,
26.783333,80.56,8.611,,,,
26.8,80.46,8.607,,,,
26.816667,80.2,8.607,,,,
26.833333,80.56,8.607,,,,
26.85,80.44,8.607,,,,
26.866667,80.01,8.604,,,,
26.883333,80.73,8.606,,,,
26.9,80.41,8.604,,,,
26.916667,80.15,8.603,,,,
26.933333,80.38,8.602,,,,
26.95,80.34,8.603,,,,
26.966667,80.6,8.606,,,,
26.983333,80.48,8.604,,,,
27,80.22,8.603,,,,
27.016667,80.4,8.602,,,,
27.033333,80.22,8.607,,,,
27.05,80.24,8.601,,,,
27.066667,80.35,8.602,,,,
27.083333,80.24,8.601,,,,
27.1,80.24,8.598,,,,
27.116667,80.14,8.601,,,,
27.133333,80.3,8.602,,,,
27.15,80.52,8.602,,,,
27.166667,80.38,8.601,,,,
27.183333,80.55,8.602,,,,
27.2,80.29,8.6,,,,
27.216667,80.34,8.601,,,,
27.233333,80.27,8.6,,,,
27.25,80.38,8.599,,,,
27.266667,80.12,8.599,,,,
27.283333,80.3,8.597,,,,
27.3,80.24,8.6,,,,
27.316667,80.44,8.599,,,,
27.333333,80.45,8.599,,,,
27.35,80.35,8.598,,,,
27.366667,80.62,8.6,,,,
27.383333,80.5,8.6,,,,
27.4,80.09,8.598,,,,
27.416667,80.53,8.597,,,,
27.433333,80.31,8.598,,,,
27.45,80.32,8.598,,,,
27.466667,80.34,8.597,,,,
27.483333,80.38,8.598,,,,
27.5,80.43,8.597,,,,
27.516667,80.33,8.594,,,,
27.533333,80.45,8.598,,,,
27.55,80.21,8.596,,,,
27.566667,80.65,8.6,,,,
27.583333,80.39,8.596,,,,
27.6,80.59,8.596,,,,
27.616667,80.28,8.594,,,,
27.633333,80.29,8.597,,,,
27.65,80.42,8.595,,,,
27.666667,80.42,8.594,,,,
27.683333,80.52,8.595,,,,
27.7,80.27,8.596,,,,
27.716667,80.47,8.596,,,,
27.733333,80.58,8.595,,,,
27.75,80.49,8.595,,,,
27.766667,80.33,8.593,,,,
27.783333,80.28,8.594,,,,
27.8,80.21,8.593,,,,
27.816667,80.03,8.591,,,,
27.833333,80.31,8.592,,,,
27.85,80.35,8.593,,,,
27.866667,80.28,8.594,,,,
27.883333,80.26,8.591,,,,
27.9,80.31,8.59,,,,
27.916667,80.2,8.59,,,,
27.933333,80.57,8.592,,,,
27.95,80.47,8.594,,,,
27.966667,80.36,8.591,,,,
27.983333,80.25,8.589,,,,
28,80.32,8.59,,,,
28.016667,80.31,8.59,,,,
28.033333,80.27,8.591,,,,
28.05,80.05,8.588,,,,
28.066667,80.37,8.591,,,,
28.083333,79.93,8.588,,,,
28.1,80.33,8.588,,,,
28.116667,80.4,8.591,,,,
28.133333,80.31,8.589,,,,
28.15,80.73,8.59,,,,
28.166667,80.2,8.588,,,,
28.183333,80.96,8.589,,,,
28.2,80.21,8.587,,,,
28.216667,80.31,8.589,,,,
28.233333,80.16,8.588,,,,
28.25,80.61,8.588,,,,
28.266667,80.3,8.588,,,,
28.283333,80.24,8.587,,,,
28.3,80.31,8.585,,,,
28.316667,80.35,8.586,,,,
28.333333,80.38,8.586,,,,
28.35,80.17,8.586,,,,
28.366667,80.39,8.588,,,,
28.383333,80.26,8.585,,,,
28.4,80.44,8.586,,,,
28.416667,80.33,8.586,,,,
28.433333,80.58,8.585,,,,
28.45,80.16,8.586,,,,
28.466667,80.48,8.588,,,,
28.483333,80.44,8.586,,,,
28.5,80.3,8.584,,,,
28.516667,80.41,8.584,,,,
28.533333,80.51,8.585,,,,
28.55,80.37,8.585,,,,
28.566667,80.13,8.585,,,,
28.583333,80.41,8.583,,,,
28.6,80.36,8.584,,,,
28.616667,80.3,8.583,,,,
28.633333,80.34,8.583,,,,
28.65,80.2,8.582,,,,
28.666667,80.15,8.582,,,,
28.683333,80.09,8.582,,,,
28.7,80.25,8.582,,,,
28.716667,80.36,8.582,,,,
28.733333,80.58,8.581,,,,
28.75,80.37,8.581,,,,
28.766667,80.43,8.583,,,,
28.783333,80.54,8.583,,,,
28.8,80.28,8.579,,,,
28.816667,80.23,8.58,,,,
28.833333,80.13,8.58,,,,
28.85,80.44,8.582,,,,
28.866667,80.37,8.582,,,,
28.883333,80.2,8.58,,,,
28.9,80.34,8.581,,,,
28.916667,80.24,8.58,,,,
28.933333,80.5,8.581,,,,
28.95,80.07,8.577,,,,
28.966667,80.37,8.58,,,,
28.983333,80.3,8.58,,,,
29,80.47,8.578,,,,
29.016667,80.28,8.577,,,,
29.033333,80.73,8.58,,,,
29.05,80.45,8.579,,,,
29.066667,80.33,8.578,,,,
29.083333,80.43,8.578,,,,
29.1,80.13,8.578,,,,
29.116667,80.29,8.577,,,,
29.133333,80.06,8.577,,,,
29.15,80.62,8.579,,,,
29.166667,80.32,8.576,,,,
29.183333,80.48,8.576,,,,
29.2,80.61,8.577,,,,
29.216667,80.41,8.578,,,,
29.233333,80.49,8.578,,,,
29.25,80.23,8.578,,,,
29.266667,80.55,8.577,,,,
29.283333,80.23,8.574,,,,
29.3,80.26,8.575,,,,
29.316667,80.47,8.577,,,,
29.333333,80.31,8.575,,,,
29.35,80.48,8.575,,,,
29.366667,80.31,8.574,,,,
29.383333,80.73,8.577,,,,
29.4,80.45,8.574,,,,
29.416667,80.17,8.573,,,,
29.433333,80.21,8.574,,,,
29.45,80.18,8.571,,,,
29.466667,80.3,8.574,,,,
29.483333,80.41,8.574,,,,
29.5,80.36,8.572,,,,
29.516667,80.17,8.573,,,,
29.533333,80.43,8.574,,,,
29.55,80.45,8.573,,,,
29.566667,80.24,8.57,,,,
29.583333,80.45,8.571,,,,
29.6,80.35,8.572,,,,
29.616667,80.2,8.571,,,,
29.633333,80.54,8.572,,,,
29.65,80.25,8.572,,,,
29.666667,80.1,8.57,,,,
29.683333,80.38,8.571,,,,
29.7,80.4,8.573,,,,
29.716667,80.34,8.571,,,,
29.733333,80.26,8.573,,,,
29.75,80.23,8.571,,,,
29.766667,80.59,8.57,,,,
29.783333,80.2,8.571,,,,
29.8,80.44,8.571,,,,
29.816667,80.56,8.574,,,,
29.833333,80.36,8.57,,,,
29.85,80.1,8.571,,,,
29.866667,80.36,8.568,,,,
29.883333,79.99,8.567,,,,
29.9,80.32,8.57,,,,
29.916667,80.25,8.567,,,,
29.933333,80.41,8.569,,,,
29.95,80.22,8.568,,,,
29.966667,80.31,8.569,,,,
29.983333,80.36,8.567,,,,
30,80.32,8.568,,,,
30.016667,79.99,8.569,,,,
30.033333,80.38,8.569,,,,
30.05,80.28,8.569,,,,
30.066667,80.41,8.566,,,,
30.083333,80.48,8.567,,,,
30.1,80.32,8.568,,,,
30.116667,80.23,8.567,,,,
30.133333,80.63,8.57,,,,
30.15,80.08,8.567,,,,
30.166667,80.26,8.567,,,,
30.183333,80.2,8.566,,,,
30.2,80.23,8.568,,,,
30.216667,80.17,8.565,,,,
30.233333,80.38,8.567,,,,
30.25,80.4,8.566,,,,
30.266667,80.45,8.567,,,,
30.283333,80.57,8.568,,,,
30.3,80.4,8.567,,,,
30.316667,80.3,8.565,,,,
30.333333,80.26,8.564,,,,
30.35,80.23,8.562,,,,
30.366667,80.58,8.566,,,,
30.383333,80.52,8.565,,,,
30.4,80.03,8.563,,,,
30.416667,80.52,8.565,,,,
30.433333,80.31,8.565,,,,
30.45,80.32,8.565,,,,
30.466667,80.32,8.564,,,,
30.483333,80.49,8.563,,,,
30.5,80.35,8.564,,,,
30.516667,80.14,8.565,,,,
