Time (min),Temperature (C),TG (mg),Mass Percentage,Conversion
0.9833,56.1,9.5753,99.6565469437882,0.01929486055078
1,56.35,9.5739,99.6419762080701,0.020113430392329
1.0167,56.89,9.5723,99.625323938678,0.02104893878267
1.0333,57.38,9.5708,99.609712436123,0.021925977898614
1.05,57.56,9.5691,99.5920193998939,0.022919955563351
1.0667,58.05,9.5674,99.5743263636647,0.023913933228089
1.0833,58.57,9.5656,99.5555925605986,0.024966380167222
1.1,58.88,9.5637,99.5358179906956,0.026077296380751
1.1167,59.28,9.5618,99.5160434207924,0.027188212594282
1.1333,60,9.5598,99.4952280840523,0.028357598082208
1.15,60.35,9.5577,99.4733719804752,0.02958545284453
1.1667,60.2,9.5555,99.4504751100611,0.030871776881249
1.1833,61.15,9.5533,99.427578239647,0.032158100917968
1.2,61.4,9.551,99.4036406023958,0.033502894229083
1.2167,62.02,9.5485,99.3776214314707,0.03496462608899
1.2333,62.42,9.5459,99.3505614937086,0.036484827223294
1.25,62.9,9.5433,99.3235015559464,0.038005028357598
1.2667,63.31,9.5405,99.2943600845103,0.039642168040695
1.2833,63.53,9.5377,99.2652186130741,0.041279307723791
1.3,64.23,9.5347,99.2339956079639,0.04303338595568
1.3167,64.15,9.5316,99.2017318360168,0.044845933461965
1.3333,65,9.5284,99.1684272972326,0.046716950242648
1.35,65.13,9.525,99.1330412247744,0.048704905572122
1.3667,65.67,9.5216,99.0976551523162,0.050692860901597
1.3833,65.88,9.518,99.060187546184,0.052797754779863
1.4,66.59,9.5143,99.0216791732148,0.054961117932526
1.4167,67.17,9.5105,98.9821300334086,0.057182950359586
1.4333,67.67,9.5066,98.9415401267654,0.059463252061042
1.45,68.19,9.5025,98.8988686864482,0.061860492311291
1.4667,68.5,9.4983,98.855156479294,0.064316201835935
1.4833,69.01,9.494,98.8104035053027,0.066830380634976
1.5,69.21,9.4894,98.7625282308005,0.069519967257206
1.5167,69.65,9.4848,98.7146529562982,0.072209553879436
1.5333,70.16,9.4801,98.6657369149589,0.074957609776063
1.55,70.51,9.4752,98.6147393399457,0.077822604221482
1.5667,71,9.4701,98.5616602312584,0.080804537215693
1.5833,71.53,9.465,98.5085811225711,0.083786470209905
1.6,72.01,9.4598,98.4544612470468,0.086826872478513
1.6167,72.36,9.4544,98.3982598378485,0.089984213295913
1.6333,73.12,9.4489,98.3410176618132,0.09320002338771
1.65,73.31,9.4432,98.2816939521039,0.096532772028299
1.6667,73.45,9.4374,98.2213294755576,0.099923989943285
1.6833,74.09,9.4314,98.1588834653373,0.103432146407063
1.7,74.41,9.4253,98.0953966882799,0.106998772145238
1.7167,75.22,9.4191,98.0308691443856,0.110623867157808
1.7333,75.8,9.4128,97.9653008336543,0.114307431444775
1.75,75.87,9.4064,97.8986917560859,0.118049465006139
1.7667,76.84,9.3998,97.8300011448435,0.121908437116295
1.7833,77.23,9.3931,97.7602697667642,0.125825878500847
1.8,77.15,9.3862,97.6884568550108,0.129860258434192
1.8167,77.76,9.3793,97.6166439432574,0.133894638367537
1.8333,78.06,9.3722,97.54274949783,0.138045956849676
1.85,78.55,9.3651,97.4688550524026,0.142197275331813
1.8667,79.16,9.3578,97.3928790733012,0.146465532362744
1.8833,79.32,9.3503,97.3148215605258,0.150850727942466
1.9,79.98,9.3428,97.2367640477504,0.155235923522189
1.9167,80.5,9.3351,97.156625001301,0.159738057650704
1.9333,80.71,9.3274,97.0764859548516,0.164240191779219
1.95,81.41,9.3195,96.9942653747281,0.168859264456528
1.9667,81.65,9.3116,96.9120447946047,0.173478337133836
1.9833,81.88,9.3036,96.8287834476442,0.178155879085541
2,81.99,9.2955,96.7444813338468,0.182891890311641
2.0167,82.42,9.2873,96.6591384532123,0.187686370812138
2.0333,82.74,9.279,96.5727548057409,0.192539320587031
2.05,83.23,9.2706,96.4853303914324,0.197450739636321
2.0667,83.09,9.2621,96.396865210287,0.202420627960007
2.0833,83.65,9.2536,96.3084000291415,0.207390516283693
2.1,82.93,9.245,96.218894081159,0.212418873881775
2.1167,83.43,9.2363,96.1283473663395,0.217505700754254
2.1333,83.34,9.2275,96.036759884683,0.222650996901129
2.15,83.68,9.2187,95.9451724030265,0.227796293048003
2.1667,83.59,9.2099,95.8535849213701,0.232941589194878
2.1833,83.62,9.2009,95.7599159060396,0.238203823890545
2.2,83.87,9.1919,95.6662468907091,0.243466058586213
2.2167,83.89,9.1829,95.5725778753786,0.24872829328188
2.2333,84.2,9.1739,95.4789088600481,0.253990527977548
2.25,83.91,9.1648,95.3841990778806,0.259311231947612
2.2667,83.96,9.1557,95.2894892957131,0.264631935917675
2.2833,84.18,9.1465,95.1937387467086,0.270011109162135
2.3,84.28,9.1374,95.0990289645411,0.275331813132199
2.3167,84.46,9.1282,95.0032784155366,0.280710986376659
2.3333,84.14,9.119,94.9075278665321,0.286090159621119
2.35,84.22,9.1098,94.8117773175276,0.291469332865579
2.3667,84.48,9.1006,94.716026768523,0.296848506110039
2.3833,84.26,9.0914,94.6202762195185,0.302227679354499
2.4,84.26,9.0821,94.523484903677,0.307665321873355
2.4167,84.41,9.0729,94.4277343546725,0.313044495117815
2.4333,84.29,9.0637,94.331983805668,0.318423668362275
2.45,84.44,9.0545,94.2362332566635,0.323802841606735
2.4667,84.69,9.0453,94.140482707659,0.329182014851196
2.4833,84.65,9.0362,94.0457729254915,0.33450271882126
2.5,84.76,9.0271,93.951063143324,0.339823422791323
2.5167,84.66,9.018,93.8563533611565,0.345144126761386
2.5333,84.65,9.0089,93.761643578989,0.35046483073145
2.55,84.43,8.9999,93.6679745636585,0.355727065427118
2.5667,84.72,8.9909,93.574305548328,0.360989300122785
2.5833,84.53,8.9819,93.4806365329975,0.366251534818453
2.6,84.52,8.973,93.388008284504,0.371455300239723
2.6167,84.2,8.9641,93.2953800360105,0.376659065660995
2.6333,84.55,8.9553,93.2037925543541,0.38180436180787
2.65,84.71,8.9466,93.1132458395346,0.386891188680348
2.6667,84.62,8.9379,93.0226991247151,0.391978015552826
2.6833,84.83,8.9292,92.9321524098956,0.397064842425305
2.7,84.88,8.9207,92.8436872287502,0.402034730748991
2.7167,84.85,8.9121,92.7541812807677,0.407063088347073
2.7333,84.76,8.9037,92.6667568664592,0.411974507396363
2.75,84.5,8.8954,92.5803732189878,0.416827457171256
2.7667,84.97,8.8871,92.4939895715163,0.42168040694615
2.7833,84.94,8.8788,92.4076059240448,0.426533356721043
2.8,84.56,8.8706,92.3222630434104,0.43132783722154
2.8167,84.69,8.8625,92.237960929613,0.43606384844764
2.8333,84.79,8.8545,92.1546995826525,0.440741390399345
2.85,84.67,8.8465,92.0714382356921,0.445418932351049
2.8667,84.75,8.8387,91.9902584224056,0.449979535753962
2.8833,84.94,8.8309,91.9090786091192,0.454540139156873
2.9,85.06,8.8233,91.8299803295068,0.458983804010992
2.9167,84.83,8.8156,91.7498412830573,0.463485938139508
2.9333,84.81,8.8081,91.6717837702819,0.467871133719231
2.95,84.72,8.8007,91.5947670243435,0.472197860024556
2.9667,84.63,8.7933,91.5177502784051,0.476524586329883
2.9833,84.65,8.7861,91.4428150661407,0.480734374086418
3,85.06,8.7788,91.3668390870393,0.485002631117347
3.0167,84.9,8.7716,91.2919038747749,0.489212418873882
3.0333,84.77,8.7646,91.2190501961845,0.493305268081623
3.05,84.78,8.7576,91.1461965175942,0.497398117289364
3.0667,85.04,8.7507,91.0743836058408,0.501432497222709
3.0833,85.14,8.7438,91.0025706940874,0.505466877156054
3.1,84.44,8.7371,90.9328393160081,0.509384318540607
3.1167,85.13,8.7304,90.8631079379287,0.51330175992516
3.1333,84.82,8.7237,90.7933765598493,0.517219201309711
3.15,84.65,8.7172,90.7257267154439,0.521019704145471
3.1667,84.73,8.7107,90.6580768710386,0.524820206981232
3.1833,84.84,8.7043,90.5914677934702,0.528562240542595
3.2,84.9,8.698,90.5258994827389,0.532245804829562
3.2167,84.65,8.6917,90.4603311720075,0.535929369116529
3.2333,84.93,8.6855,90.3958036281132,0.5395544641291
3.25,85.15,8.6794,90.3323168510559,0.543121089867275
3.2667,84.97,8.6734,90.2698708408355,0.546629246331052
3.2833,84.88,8.6674,90.2074248306152,0.550137402794831
3.3,85.13,8.6615,90.1460195872319,0.553587089984213
3.3167,85,8.6557,90.0856551106856,0.556978307899199
3.3333,84.88,8.6499,90.0252906341392,0.560369525814184
3.35,85.12,8.6442,89.9659669244299,0.563702274454774
3.3667,85,8.6386,89.9076839815576,0.566976553820967
3.3833,85.06,8.633,89.8494010386853,0.570250833187161
3.4,85.02,8.6275,89.79215886265,0.573466643278957
3.4167,85,8.622,89.7349166866147,0.576682453370754
3.4333,84.66,8.6165,89.6776745105794,0.57989826346255
3.45,84.98,8.6112,89.6225138682181,0.582997135005554
3.4667,84.99,8.6059,89.5673532258568,0.586096006548559
3.4833,84.84,8.6007,89.5132333503325,0.589136408817167
3.5,84.46,8.5956,89.4601542416453,0.592118341811378
3.5167,84.85,8.5906,89.408115899795,0.595041805531193
3.5333,85.23,8.5855,89.3550367911077,0.598023738525405
3.55,84.9,8.5806,89.3040392160944,0.600888732970823
3.5667,84.72,8.5757,89.2530416410811,0.603753727416243
3.5833,85.03,8.5709,89.2030848329049,0.606560252587265
3.6,84.74,8.566,89.1520872578916,0.609425247032684
3.6167,85.06,8.5613,89.1031712165523,0.612173302929311
3.6333,84.92,8.5566,89.0542551752131,0.614921358825937
3.65,85.2,8.5519,89.0053391338738,0.617669414722563
3.6667,85.32,8.5474,88.9585046262086,0.620300532070397
3.6833,84.77,8.5428,88.9106293517063,0.622990118692627
3.7,84.93,8.5384,88.8648356108781,0.625562766766065
3.7167,84.74,8.534,88.8190418700499,0.628135414839501
3.7333,85.39,8.5295,88.7722073623846,0.630766532187335
3.75,85.06,8.5252,88.7274543883934,0.633280710986377
3.7667,84.81,8.5209,88.6827014144021,0.635794889785418
3.7833,85.37,8.5167,88.6389892072479,0.638250599310062
3.8,85.34,8.5125,88.5952770000937,0.640706308834708
3.8167,84.92,8.5084,88.5526055597765,0.643103549084956
3.8333,85.18,8.5043,88.5099341194592,0.645500789335204
3.85,85,8.5002,88.467262679142,0.647898029585453
3.8667,84.88,8.4962,88.4256320056618,0.650236800561305
3.8833,84.58,8.4922,88.3840013321816,0.652575571537157
3.9,85.15,8.4883,88.3434114255384,0.654855873238613
3.9167,85.21,8.4844,88.3028215188951,0.657136174940068
3.9333,85.01,8.4806,88.2632723790889,0.659358007367128
3.95,85.1,8.4768,88.2237232392827,0.661579839794188
3.9667,85.14,8.473,88.1841740994765,0.663801672221247
3.9833,85.02,8.4693,88.1456657265073,0.665965035373911
4,85.23,8.4656,88.1071573535381,0.668128398526574
4.0167,85.17,8.462,88.0696897474059,0.670233292404841
4.0333,85.03,8.4584,88.0322221412737,0.672338186283108
4.05,85.21,8.4548,87.9947545351415,0.674443080161375
4.0667,84.92,8.4513,87.9583276958463,0.676489504765246
4.0833,85.47,8.4478,87.9219008565511,0.678535929369116
4.1,84.86,8.4444,87.8865147840929,0.680523884698591
4.1167,85.14,8.4409,87.8500879447977,0.682570309302462
4.1333,85.18,8.4375,87.8147018723395,0.684558264631936
4.15,85.14,8.4342,87.7803565667184,0.686487750687014
4.1667,84.89,8.4308,87.7449704942602,0.688475706016488
4.1833,84.95,8.4275,87.710625188639,0.690405192071566
4.2,84.69,8.4243,87.6773206498548,0.692276208852248
4.2167,85.09,8.421,87.6429753442336,0.694205694907326
4.2333,85.33,8.4178,87.6096708054495,0.696076711688008
4.25,85.14,8.4146,87.5763662666653,0.697947728468689
4.2667,84.99,8.4115,87.5441024947181,0.699760275974975
4.2833,85.03,8.4084,87.5118387227709,0.70157282348126
4.3,84.96,8.4052,87.4785341839868,0.703443840261942
4.3167,84.97,8.4021,87.4462704120396,0.705256387768227
4.3333,85.01,8.3991,87.4150474069294,0.707010466000116
4.35,85.14,8.3961,87.3838244018193,0.708764544232006
4.3667,85.12,8.393,87.3515606298721,0.710577091738291
4.3833,85.07,8.39,87.3203376247619,0.71233116997018
4.4,85.33,8.3871,87.2901553864888,0.714026778927673
4.4167,85.06,8.3841,87.2589323813786,0.715780857159562
4.4333,85.24,8.3812,87.2287501431054,0.717476466117055
4.45,84.77,8.3783,87.1985679048323,0.719172075074548
4.4667,85.08,8.3754,87.1683856665591,0.720867684032041
4.4833,85.02,8.3725,87.138203428286,0.722563292989534
4.5,85.31,8.3696,87.1080211900128,0.724258901947027
4.5167,85.06,8.3668,87.0788797185766,0.725896041630123
4.5333,85.06,8.364,87.0497382471405,0.727533181313219
4.55,85.18,8.3612,87.0205967757043,0.729170320996316
4.5667,85.02,8.3585,86.9924960711052,0.730748991405017
4.5833,84.86,8.3557,86.9633545996691,0.732386131088113
4.6,85.03,8.353,86.9352538950699,0.733964801496813
4.6167,85.04,8.3502,86.9061124236337,0.73560194117991
4.6333,85.04,8.3475,86.8780117190346,0.73718061158861
4.65,84.83,8.3449,86.8509517812725,0.738700812722913
4.6667,85.09,8.3422,86.8228510766733,0.740279483131614
4.6833,85.11,8.3396,86.7957911389112,0.741799684265918
4.7,85.2,8.337,86.768731201149,0.743319885400222
4.7167,84.61,8.3344,86.7416712633869,0.744840086534526
4.7333,85.16,8.3317,86.7135705587877,0.746418756943226
4.75,85.11,8.3291,86.6865106210256,0.74793895807753
4.7667,84.91,8.3264,86.6584099164264,0.749517628486231
4.7833,85.06,8.3239,86.6323907455013,0.750979360346138
4.8,84.93,8.3213,86.6053308077392,0.752499561480441
4.8167,85.21,8.3188,86.579311636814,0.75396129334035
4.8333,85.28,8.3163,86.5532924658889,0.755423025200257
4.85,85.04,8.3138,86.5272732949638,0.756884757060164
4.8667,85.04,8.3113,86.5012541240386,0.758346488920073
4.8833,85.32,8.3088,86.4752349531135,0.75980822077998
4.9,85.23,8.3063,86.4492157821883,0.761269952639887
4.9167,85.09,8.3038,86.4231966112632,0.762731684499795
4.9333,85.43,8.3014,86.398218207175,0.764134947085307
4.95,85.25,8.299,86.3732398030869,0.765538209670818
4.9667,85.43,8.2965,86.3472206321618,0.766999941530725
4.9833,85.08,8.2941,86.3222422280736,0.768403204116237
5,85.04,8.2918,86.2983045908225,0.769747997427352
5.0167,85.07,8.2894,86.2733261867344,0.771151260012863
5.0333,85.38,8.2871,86.2493885494833,0.772496053323978
5.05,85.22,8.2847,86.2244101453951,0.773899315909489
5.0667,85.01,8.2824,86.200472508144,0.775244109220604
5.0833,84.83,8.2801,86.1765348708929,0.776588902531719
5.1,85.01,8.2778,86.1525972336417,0.777933695842835
5.1167,85.24,8.2755,86.1286595963906,0.77927848915395
5.1333,85.15,8.2733,86.1057627259765,0.780564813190668
5.15,84.82,8.2711,86.0828658555624,0.781851137227387
5.1667,85.11,8.2688,86.0589282183113,0.783195930538502
5.1833,84.85,8.2666,86.0360313478971,0.78448225457522
5.2,85.16,8.2644,86.013134477483,0.785768578611939
5.2167,84.79,8.2622,85.9902376070689,0.787054902648658
5.2333,85.31,8.2601,85.9683815034918,0.788282757410981
5.25,85.41,8.2579,85.9454846330777,0.789569081447699
5.2667,85.23,8.2558,85.9236285295006,0.790796936210021
5.2833,85.17,8.2536,85.9007316590864,0.79208326024674
5.3,85.21,8.2515,85.8788755555093,0.793311115009063
5.3167,85.48,8.2494,85.8570194519322,0.794538969771385
5.3333,85.15,8.2472,85.8341225815181,0.795825293808104
5.35,85.08,8.2451,85.812266477941,0.797053148570426
5.3667,85.35,8.243,85.7904103743639,0.798281003332748
5.3833,85.27,8.2409,85.7685542707867,0.799508858095071
5.4,85.21,8.2389,85.7477389340466,0.800678243582997
5.4167,84.99,8.2369,85.7269235973065,0.801847629070923
5.4333,84.9,8.2348,85.7050674937294,0.803075483833246
5.45,85.22,8.2328,85.6842521569893,0.804244869321172
5.4667,85.56,8.2308,85.6634368202492,0.805414254809097
5.4833,85.12,8.2288,85.642621483509,0.806583640297024
5.5,84.82,8.2269,85.622846913606,0.807694556510553
5.5167,84.98,8.2249,85.6020315768658,0.80886394199848
5.5333,85.12,8.2229,85.5812162401257,0.810033327486406
5.55,84.93,8.221,85.5614416702226,0.811144243699935
5.5667,85.09,8.2191,85.5416671003195,0.812255159913466
5.5833,85.13,8.2172,85.5218925304164,0.813366076126995
5.6,85.15,8.2152,85.5010771936763,0.814535461614921
5.6167,85.23,8.2133,85.4813026237732,0.815646377828451
5.6333,85.24,8.2114,85.4615280538701,0.816757294041981
5.65,85,8.2095,85.441753483967,0.81786821025551
5.6667,85.06,8.2076,85.4219789140639,0.818979126469041
5.6833,85.11,8.2057,85.4022043441608,0.82009004268257
5.7,85.19,8.2039,85.3834705410947,0.821142489621703
5.7167,85.2,8.202,85.3636959711916,0.822253405835233
5.7333,85.16,8.2002,85.3449621681255,0.823305852774367
5.75,85.13,8.1984,85.3262283650594,0.824358299713501
5.7667,85.3,8.1966,85.3074945619933,0.825410746652634
5.7833,84.98,8.1948,85.2887607589272,0.826463193591767
5.8,85.05,8.193,85.2700269558611,0.827515640530901
5.8167,84.65,8.1912,85.251293152795,0.828568087470034
5.8333,85.05,8.1894,85.2325593497289,0.829620534409168
5.85,85.24,8.1876,85.2138255466628,0.830672981348302
5.8667,85.34,8.1858,85.1950917435967,0.831725428287434
5.8833,85.59,8.1841,85.1773987073676,0.832719405952171
5.9,85.29,8.1824,85.1597056711385,0.833713383616909
5.9167,85.62,8.1806,85.1409718680724,0.834765830556043
5.9333,85.23,8.1789,85.1232788318433,0.83575980822078
5.95,85.13,8.1773,85.1066265624512,0.83669531661112
5.9667,85.38,8.1756,85.0889335262221,0.837689294275858
5.9833,85.39,8.174,85.07228125683,0.838624802666199
6,85.39,8.1723,85.054588220601,0.839618780330936
6.0167,85.08,8.1706,85.0368951843719,0.840612757995673
6.0333,85.35,8.1689,85.0192021481428,0.84160673566041
6.05,85.37,8.1673,85.0025498787507,0.842542244050751
6.0667,85.14,8.1657,84.9858976093586,0.843477752441092
6.0833,85.31,8.164,84.9682045731295,0.844471730105829
6.1,85.45,8.1624,84.9515523037374,0.84540723849617
6.1167,85.36,8.1608,84.9349000343453,0.846342746886511
6.1333,85.18,8.1592,84.9182477649532,0.847278255276852
6.15,85.09,8.1576,84.9015954955611,0.848213763667192
6.1667,85.37,8.156,84.8849432261691,0.849149272057533
6.1833,85.22,8.1544,84.868290956777,0.850084780447874
6.2,85.03,8.1528,84.8516386873849,0.851020288838216
6.2167,85.07,8.1512,84.8349864179928,0.851955797228557
6.2333,85.47,8.1497,84.8193749154377,0.852832836344501
6.25,84.93,8.1482,84.8037634128826,0.853709875460446
6.2667,85.22,8.1466,84.7871111434905,0.854645383850787
6.2833,85.22,8.1451,84.7714996409355,0.855522422966731
6.3,85.29,8.1436,84.7558881383804,0.856399462082676
6.3167,85.22,8.1421,84.7402766358253,0.85727650119862
6.3333,85.44,8.1406,84.7246651332702,0.858153540314565
6.35,85.47,8.1391,84.7090536307151,0.85903057943051
6.3667,85.07,8.1377,84.6944828949971,0.859849149272057
6.3833,85.14,8.1362,84.6788713924419,0.860726188388002
6.4,85.3,8.1347,84.6632598898869,0.861603227503946
6.4167,84.99,8.1333,84.6486891541688,0.862421797345495
6.4333,85.48,8.1319,84.6341184184507,0.863240367187043
6.45,85.06,8.1304,84.6185069158956,0.864117406302988
6.4667,85.12,8.129,84.6039361801776,0.864935976144536
6.4833,85.3,8.1276,84.5893654444595,0.865754545986085
6.5,85.04,8.1262,84.5747947087414,0.866573115827632
6.5167,84.98,8.1248,84.5602239730233,0.86739168566918
6.5333,84.99,8.1234,84.5456532373052,0.868210255510729
6.55,85.13,8.122,84.5310825015872,0.869028825352277
6.5667,85.18,8.1207,84.5175525327061,0.869788925919429
6.5833,85.14,8.1193,84.502981796988,0.870607495760977
6.6,85.52,8.1179,84.48841106127,0.871426065602525
6.6167,85.22,8.1166,84.4748810923889,0.872186166169678
6.6333,85.29,8.1152,84.4603103566708,0.873004736011226
6.65,85.12,8.1139,84.4467803877897,0.873764836578378
6.6667,84.88,8.1125,84.4322096520717,0.874583406419926
6.6833,85.31,8.1112,84.4186796831906,0.875343506987078
6.7,85.14,8.1098,84.4041089474725,0.876162076828626
6.7167,85.02,8.1085,84.3905789785914,0.876922177395779
6.7333,85.31,8.1071,84.3760082428734,0.877740747237326
6.75,85.06,8.1059,84.3635190408293,0.878442378530082
6.7667,85.12,8.1046,84.3499890719482,0.879202479097235
6.7833,85.12,8.1033,84.3364591030671,0.879962579664386
6.8,85.1,8.102,84.3229291341861,0.880722680231538
6.8167,85.27,8.1007,84.309399165305,0.88148278079869
6.8333,85.19,8.0994,84.2958691964239,0.882242881365842
6.85,85.35,8.0982,84.2833799943799,0.882944512658598
6.8667,85.6,8.097,84.2708907923358,0.883646143951354
6.8833,85.23,8.0958,84.2584015902917,0.884347775244109
6.9,84.87,8.0946,84.2459123882477,0.885049406536865
6.9167,85.24,8.0934,84.2334231862036,0.88575103782962
6.9333,85.3,8.0922,84.2209339841595,0.886452669122376
6.95,85.17,8.091,84.2084447821155,0.887154300415132
6.9667,84.98,8.0898,84.1959555800714,0.887855931707887
6.9833,85.22,8.0886,84.1834663780273,0.888557563000643
7,85.33,8.0875,84.1720179428203,0.889200725019002
7.0167,85.46,8.0863,84.1595287407762,0.889902356311758
7.0333,85.08,8.0851,84.1470395387321,0.890603987604513
7.05,85.33,8.084,84.1355911035251,0.891247149622873
7.0667,85.27,8.0828,84.123101901481,0.891948780915628
7.0833,85.03,8.0817,84.111653466274,0.892591942933988
7.1,85.24,8.0805,84.0991642642299,0.893293574226743
7.1167,85.53,8.0794,84.0877158290228,0.893936736245103
7.1333,85.32,8.0783,84.0762673938158,0.894579898263462
7.15,85.03,8.0772,84.0648189586087,0.895223060281822
7.1667,85.15,8.0761,84.0533705234016,0.895866222300181
7.1833,85.1,8.075,84.0419220881946,0.896509384318541
7.2,85.4,8.074,84.0315144198245,0.897094077062503
7.2167,85.5,8.0729,84.0200659846175,0.897737239080862
7.2333,85.16,8.0718,84.0086175494104,0.898380401099222
7.25,84.98,8.0708,83.9982098810404,0.898965093843185
7.2667,85.07,8.0697,83.9867614458333,0.899608255861545
7.2833,85.29,8.0687,83.9763537774632,0.900192948605508
7.3,85.46,8.0676,83.9649053422562,0.900836110623867
7.3167,85.5,8.0666,83.9544976738861,0.90142080336783
7.3333,85.53,8.0656,83.9440900055161,0.902005496111793
7.35,85.17,8.0645,83.932641570309,0.902648658130152
7.3667,85.62,8.0636,83.9232746687759,0.90317488159972
7.3833,85.36,8.0625,83.9118262335689,0.903818043618078
7.4,85.28,8.0615,83.9014185651989,0.904402736362041
7.4167,85.47,8.0605,83.8910108968288,0.904987429106005
7.4333,85.46,8.0595,83.8806032284587,0.905572121849968
7.45,85.17,8.0586,83.8712363269257,0.906098345319534
7.4667,85.61,8.0576,83.8608286585556,0.906683038063497
7.4833,85.36,8.0566,83.8504209901856,0.907267730807461
7.5,85.22,8.0556,83.8400133218155,0.907852423551423
7.5167,85.41,8.0546,83.8296056534455,0.908437116295386
7.5333,85.36,8.0537,83.8202387519124,0.908963339764954
7.55,85.41,8.0527,83.8098310835423,0.909548032508917
7.5667,85.56,8.0517,83.7994234151723,0.910132725252879
7.5833,85.46,8.0508,83.7900565136393,0.910658948722446
7.6,85.34,8.0497,83.7786080784322,0.911302110740806
7.6167,85.24,8.0488,83.7692411768991,0.911828334210372
7.6333,85.62,8.0479,83.7598742753661,0.912354557679939
7.65,85.23,8.047,83.750507373833,0.912880781149505
7.6667,85.57,8.0461,83.7411404723,0.913407004619073
7.6833,84.95,8.0451,83.7307328039299,0.913991697363036
7.7,85.4,8.0442,83.7213659023969,0.914517920832602
7.7167,85.39,8.0433,83.7119990008639,0.915044144302169
7.7333,85.21,8.0424,83.7026320993308,0.915570367771735
7.75,85.18,8.0415,83.6932651977977,0.916096591241303
7.7667,85.26,8.0406,83.6838982962647,0.91662281471087
7.7833,85.35,8.0396,83.6734906278946,0.917207507454832
7.8,85.36,8.0387,83.6641237263616,0.917733730924399
7.8167,85.42,8.0379,83.6557975916655,0.918201485119569
7.8333,85.2,8.037,83.6464306901325,0.918727708589136
7.85,85.34,8.0361,83.6370637885994,0.919253932058703
7.8667,85.12,8.0353,83.6287376539034,0.919721686253874
7.8833,85.25,8.0345,83.6204115192074,0.920189440449044
