Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
12.34998,65.3,6.338000043,,,,
12.36666,65.28,6.340000033,,,,
12.38334,65.76,6.338999989,,,,
12.40002,65.25,6.340000033,,,,
12.41664,65.17,6.338999989,,,,
12.43332,65.42,6.340000033,,,,
12.45,65.01,6.338999989,,,,
12.46668,65.35,6.338999989,,,,
12.48336,64.88,6.338000043,,,,
12.49998,65.27,6.340999978,,,,
12.51666,65.33,6.336999999,,,,
12.53334,64.8,6.335000009,,,,
12.55002,65.39,6.338999989,,,,
12.56664,65.4,6.336999999,,,,
12.58332,65.09,6.338000043,,,,
12.6,65.1,6.338000043,,,,
12.61668,65.23,6.338000043,,,,
12.63336,65.35,6.336999999,,,,
12.64998,65.13,6.335999954,,,,
12.66666,64.87,6.335999954,,,,
12.68334,65.04,6.336999999,,,,
12.70002,65.22,6.335999954,,,,
12.71664,65.35,6.336999999,,,,
12.73332,65.12,6.338000043,,,,
12.75,65.28,6.335999954,,,,
12.76668,65.17,6.335999954,,,,
12.78336,65.29,6.335000009,,,,
12.79998,65.14,6.335999954,,,,
12.81666,65.25,6.336999999,,,,
12.83334,64.88,6.335999954,,,,
12.85002,65.4,6.335999954,,,,
12.86664,64.99,6.336999999,,,,
12.88332,65.45,6.335999954,,,,
12.9,65.31,6.336999999,,,,
12.91668,65.08,6.336999999,,,,
12.93336,65.25,6.335999954,,,,
12.94998,64.95,6.340999978,,,,
12.96666,65.01,6.336999999,,,,
12.98334,64.99,6.335999954,,,,
13.00002,64.98,6.335999954,,,,
13.01664,65.04,6.338999989,,,,
13.03332,65.21,6.336999999,,,,
13.05,64.71,6.335999954,,,,
13.06668,65.32,6.335000009,,,,
13.08336,65.19,6.335999954,,,,
13.09998,65.1,6.335999954,,,,
13.11666,65.35,6.338000043,,,,
13.13334,65.32,6.338000043,,,,
13.15002,65.08,6.336999999,,,,
13.16664,65.11,6.335000009,,,,
13.18332,64.95,6.338999989,,,,
13.2,65.25,6.338999989,,,,
13.21668,64.86,6.336999999,,,,
13.23336,65.41,6.335999954,,,,
13.24998,65.04,6.335999954,,,,
13.26666,64.95,6.338999989,,,,
13.28334,64.86,6.335999954,,,,
13.30002,64.95,6.336999999,,,,
13.31664,65.14,6.336999999,,,,
13.33332,64.92,6.335999954,,,,
13.35,64.79,6.336999999,,,,
13.36668,64.96,6.336999999,,,,
13.38336,64.89,6.338000043,,,,
13.39998,65.2,6.335999954,,,,
13.41666,65.19,6.335999954,,,,
13.43334,65.36,6.335999954,,,,
13.45002,65.38,6.336999999,,,,
13.46664,65.09,6.335999954,,,,
13.48332,65.1,6.335000009,,,,
13.5,65.23,6.335000009,,,,
13.51668,64.94,6.335999954,,,,
13.53336,64.93,6.333999965,,,,
13.54998,65.07,6.335999954,,,,
13.56666,64.96,6.336999999,,,,
13.58334,64.77,6.336999999,,,,
13.60002,65.13,6.338000043,,,,
13.61664,64.61,6.335999954,,,,
13.63332,65.09,6.335000009,,,,
13.65,65.2,6.335999954,,,,
13.66668,65.01,6.335999954,,,,
13.68336,64.85,6.335999954,,,,
13.69998,65.19,6.335000009,,,,
13.71666,64.85,6.335000009,,,,
13.73334,65.31,6.335999954,,,,
13.75002,64.63,6.335999954,,,,
13.76664,65.26,6.333000019,,,,
13.78332,65.27,6.335999954,,,,
13.8,65.26,6.338999989,,,,
13.81668,65.67,6.335000009,,,,
13.83336,65.12,6.335999954,,,,
13.84998,65.02,6.335999954,,,,
13.86666,65.53,6.333999965,,,,
13.88334,65.4,6.336999999,,,,
13.90002,65.23,6.335000009,,,,
13.91664,65.08,6.336999999,,,,
13.93332,65.11,6.336999999,,,,
13.95,65.2,6.336999999,,,,
13.96668,64.85,6.336999999,,,,
13.98336,65.2,6.336999999,,,,
13.99998,65.43,6.336999999,,,,
14.01666,65.05,6.336999999,,,,
14.03334,64.87,6.335999954,,,,
14.05002,65.24,6.335000009,,,,
14.06664,65.24,6.335999954,,,,
14.08332,65.49,6.336999999,,,,
14.1,65.09,6.335000009,,,,
14.11668,65.02,6.335000009,,,,
14.13336,64.9,6.335000009,,,,
14.14998,64.92,6.336999999,,,,
14.16666,65.31,6.336999999,,,,
14.18334,65.18,6.335000009,,,,
14.20002,65.29,6.333999965,,,,
14.21664,65.26,6.333000019,,,,
14.23332,65.11,6.333999965,,,,
14.25,64.96,6.335999954,,,,
14.26668,65.2,6.333999965,,,,
14.28336,65.57,6.333999965,,,,
14.29998,65.1,6.336999999,,,,
14.31666,65.2,6.333000019,,,,
14.33334,65.19,6.331999975,,,,
14.35002,64.75,6.335000009,,,,
14.36664,65.32,6.336999999,,,,
14.38332,64.97,6.333999965,,,,
14.4,65.53,6.338999989,,,,
14.41668,65.38,6.335000009,,,,
14.43336,65.41,6.336999999,,,,
14.44998,65.21,6.333999965,,,,
14.46666,64.91,6.335000009,,,,
14.48334,65.02,6.335999954,,,,
14.50002,64.96,6.335000009,,,,
14.51664,65.18,6.335000009,,,,
14.53332,65.03,6.335999954,,,,
14.55,65.43,6.335000009,,,,
14.56668,65.23,6.333999965,,,,
14.58336,65.28,6.333999965,,,,
14.59998,64.95,6.333999965,,,,
14.61666,65.36,6.333999965,,,,
14.63334,65.29,6.335000009,,,,
14.65002,65.03,6.333999965,,,,
14.66664,65.08,6.333000019,,,,
14.68332,65.24,6.335000009,,,,
14.7,64.96,6.335000009,,,,
14.71668,65,6.335999954,,,,
14.73336,65.18,6.335999954,,,,
14.74998,65.31,6.331999975,,,,
14.76666,64.89,6.335000009,,,,
14.78334,65.04,6.333000019,,,,
14.80002,65.21,6.333000019,,,,
14.81664,64.91,6.335999954,,,,
14.83332,65.32,6.335000009,,,,
14.85,64.95,6.335000009,,,,
14.86668,64.83,6.335000009,,,,
14.88336,65.19,6.335000009,,,,
14.89998,65.49,6.333999965,,,,
14.91666,64.98,6.331999975,,,,
14.93334,65.27,6.331999975,,,,
14.95002,65.5,6.333000019,,,,
14.96664,65.27,6.336999999,,,,
14.98332,65.22,6.335000009,,,,
15,65.06,6.331999975,,,,
15.01668,65.24,6.333999965,,,,
15.03336,65.28,6.335000009,,,,
15.04998,64.84,6.335000009,,,,
15.06666,64.93,6.333000019,,,,
15.08334,65.42,6.335000009,,,,
15.10002,64.96,6.333999965,,,,
15.11664,65.42,6.333999965,,,,
15.13332,65.16,6.333000019,,,,
15.15,65.24,6.333000019,,,,
15.16668,65.27,6.333999965,,,,
15.18336,65.16,6.333000019,,,,
15.19998,65.28,6.335000009,,,,
15.21666,65.24,6.335000009,,,,
15.23334,65.53,6.331999975,,,,
15.25002,65.19,6.333999965,,,,
15.26664,65.29,6.333999965,,,,
15.28332,65.54,6.333000019,,,,
15.3,65.29,6.335000009,,,,
15.31668,65.46,6.335000009,,,,
15.33336,65.16,6.333999965,,,,
15.34998,65.17,6.333000019,,,,
15.36666,65.02,6.333999965,,,,
15.38334,65.11,6.333999965,,,,
15.40002,64.98,6.333000019,,,,
15.41664,65.44,6.335999954,,,,
15.43332,65.33,6.335000009,,,,
15.45,64.85,6.333999965,,,,
15.46668,65.62,6.336999999,,,,
15.48336,65.01,6.333000019,,,,
15.49998,65.32,6.335000009,,,,
15.51666,65.11,6.333000019,,,,
15.53334,65.35,6.333999965,,,,
15.55002,64.99,6.335999954,,,,
15.56664,65.15,6.335000009,,,,
15.58332,65.28,6.335000009,,,,
15.6,65.26,6.329999985,,,,
15.61668,65.17,6.335000009,,,,
15.63336,65.32,6.333999965,,,,
15.64998,64.89,6.333999965,,,,
15.66666,65.05,6.329999985,,,,
15.68334,65.47,6.333000019,,,,
15.70002,65.63,6.335000009,,,,
15.71664,65.31,6.335000009,,,,
15.73332,65.29,6.335000009,,,,
15.75,65.15,6.331999975,,,,
15.76668,65.01,6.335000009,,,,
15.78336,65.15,6.335000009,,,,
15.79998,65.08,6.333000019,,,,
15.81666,64.99,6.333000019,,,,
15.83334,64.73,6.336999999,,,,
15.85002,64.89,6.335000009,,,,
15.86664,65.21,6.333000019,,,,
15.88332,65.23,6.333999965,,,,
15.9,65.55,6.333000019,,,,
15.91668,65.14,6.331999975,,,,
15.93336,65.03,6.333000019,,,,
15.94998,65.08,6.335999954,,,,
15.96666,65.04,6.335000009,,,,
15.98334,65.02,6.336999999,,,,
16.00002,65.29,6.333000019,,,,
16.01664,65.13,6.329999985,,,,
16.03332,64.97,6.333999965,,,,
16.05,65.27,6.333000019,,,,
16.06668,65.17,6.331999975,,,,
16.08336,64.89,6.331999975,,,,
16.09998,65.31,6.333000019,,,,
16.11666,65.15,6.333999965,,,,
16.13334,65.46,6.333000019,,,,
16.15002,65.26,6.333000019,,,,
16.16664,65.31,6.335000009,,,,
16.18332,65.39,6.333000019,,,,
16.2,64.82,6.333000019,,,,
16.21668,65,6.333000019,,,,
16.23336,65.21,6.333000019,,,,
16.24998,65.24,6.333999965,,,,
16.26666,65.32,6.333000019,,,,
16.28334,65.38,6.333999965,,,,
16.30002,65.14,6.331999975,,,,
16.31664,65.64,6.331999975,,,,
16.33332,65.27,6.331999975,,,,
16.35,65.16,6.333999965,,,,
16.36668,65.02,6.333999965,,,,
16.38336,65.17,6.333999965,,,,
16.39998,65.17,6.335000009,,,,
16.41666,64.78,6.331999975,,,,
16.43334,65.14,6.331999975,,,,
16.45002,65.45,6.335999954,,,,
16.46664,65.17,6.331999975,,,,
16.48332,64.91,6.333000019,,,,
16.5,65.4,6.333000019,,,,
16.51668,64.84,6.333000019,,,,
16.53336,65.03,6.335000009,,,,
16.54998,65.25,6.333000019,,,,
16.56666,65.04,6.333000019,,,,
16.58334,65.2,6.333000019,,,,
16.60002,65.26,6.331999975,,,,
16.61664,64.98,6.333999965,,,,
16.63332,65.19,6.333000019,,,,
16.65,65.34,6.331999975,,,,
16.66668,65.14,6.333000019,,,,
16.68336,64.95,6.331999975,,,,
16.69998,65.01,6.333000019,,,,
16.71666,65.14,6.333000019,,,,
16.73334,65.53,6.333000019,,,,
16.75002,65.14,6.33100003,,,,
16.76664,65.08,6.333000019,,,,
16.78332,64.84,6.33100003,,,,
16.8,65.34,6.331999975,,,,
16.81668,65.24,6.333999965,,,,
16.83336,65.22,6.33100003,,,,
16.84998,65.23,6.331999975,,,,
16.86666,65.22,6.32900004,,,,
16.88334,65.01,6.333000019,,,,
16.90002,65.26,6.331999975,,,,
16.91664,65.36,6.335000009,,,,
16.93332,65.35,6.333000019,,,,
16.95,65.51,6.33100003,,,,
16.96668,64.93,6.329999985,,,,
16.98336,65.43,6.333000019,,,,
16.99998,65.11,6.331999975,,,,
17.01666,65.62,6.331999975,,,,
17.03334,65.15,6.33100003,,,,
17.05002,65.22,6.331999975,,,,
17.06664,64.92,6.333000019,,,,
17.08332,65.2,6.329999985,,,,
17.1,65.31,6.333000019,,,,
17.11668,65.54,6.33100003,,,,
17.13336,65.12,6.333000019,,,,
17.14998,65.25,6.331999975,,,,
17.16666,64.82,6.329999985,,,,
17.18334,65.04,6.333999965,,,,
17.20002,65.47,6.33100003,,,,
17.21664,65.06,6.33100003,,,,
17.23332,64.92,6.333000019,,,,
17.25,65.22,6.33100003,,,,
17.26668,65.05,6.331999975,,,,
17.28336,65.32,6.331999975,,,,
17.29998,65.47,6.331999975,,,,
17.31666,65.43,6.329999985,,,,
17.33334,65.59,6.33100003,,,,
17.35002,65.54,6.33100003,,,,
17.36664,65.16,6.331999975,,,,
17.38332,65.22,6.331999975,,,,
17.4,65.44,6.331999975,,,,
17.41668,65.09,6.33100003,,,,
17.43336,65.37,6.333999965,,,,
17.44998,65.24,6.33100003,,,,
17.46666,65.24,6.331999975,,,,
17.48334,65.26,6.333000019,,,,
17.50002,65.28,6.33100003,,,,
