Time (min),Temperature (C),TG (mg),Temperature (Celsius),Exp. Repetition,Lifting,Material
16.616667,75.03,5.781999983,,,,
16.633333,75.42,5.785000017,,,,
16.65,75.34,5.781000004,,,,
16.666667,75.27,5.782999962,,,,
16.683333,75.48,5.782999962,,,,
16.7,75.26,5.782999962,,,,
16.716667,75.6,5.781000004,,,,
16.733333,75.38,5.781999983,,,,
16.75,75.04,5.781999983,,,,
16.766667,75.33,5.780000025,,,,
16.783333,74.98,5.779000046,,,,
16.8,75.22,5.779000046,,,,
16.816667,75.09,5.779000046,,,,
16.833333,75.14,5.779000046,,,,
16.85,74.84,5.77799997,,,,
16.866667,75.54,5.779000046,,,,
16.883333,75.02,5.776999991,,,,
16.9,75.2,5.77799997,,,,
16.916667,75.06,5.776000012,,,,
16.933333,75.08,5.77799997,,,,
16.95,74.79,5.776000012,,,,
16.966667,75.05,5.776000012,,,,
16.983333,75.13,5.776000012,,,,
17,75.04,5.776999991,,,,
17.016667,75.01,5.773999957,,,,
17.033333,75.23,5.775000033,,,,
17.05,75.29,5.773999957,,,,
17.066667,75.19,5.776000012,,,,
17.083333,74.95,5.773999957,,,,
17.1,75.33,5.771999999,,,,
17.116667,75.04,5.776000012,,,,
17.133333,75.28,5.772999978,,,,
17.15,75.02,5.772999978,,,,
17.166667,75.34,5.773999957,,,,
17.183333,75.15,5.771999999,,,,
17.2,75.11,5.77100002,,,,
17.216667,75.19,5.772999978,,,,
17.233333,75.01,5.770000041,,,,
17.25,75.1,5.768999965,,,,
17.266667,75.28,5.771999999,,,,
17.283333,75.28,5.770000041,,,,
17.3,75.11,5.771999999,,,,
17.316667,75.14,5.768999965,,,,
17.333333,75.39,5.771999999,,,,
17.35,75.1,5.767999986,,,,
17.366667,75.11,5.767999986,,,,
17.383333,75.06,5.767000007,,,,
17.4,75.29,5.767999986,,,,
17.416667,75.2,5.767999986,,,,
17.433333,75.45,5.767999986,,,,
17.45,75.3,5.767000007,,,,
17.466667,75.17,5.766000028,,,,
17.483333,75.43,5.766000028,,,,
17.5,75.11,5.763999973,,,,
17.516667,75.21,5.764999953,,,,
17.533333,75.42,5.764999953,,,,
17.55,75.3,5.763999973,,,,
17.566667,75.39,5.764999953,,,,
17.583333,75.21,5.762999994,,,,
17.6,75.13,5.763999973,,,,
17.616667,75.09,5.762000015,,,,
17.633333,75.41,5.762000015,,,,
17.65,75.27,5.762999994,,,,
17.666667,74.98,5.762999994,,,,
17.683333,75.11,5.762999994,,,,
17.7,75.57,5.761000036,,,,
17.716667,75.24,5.762000015,,,,
17.733333,75.6,5.762000015,,,,
17.75,75.12,5.759999961,,,,
17.766667,75.35,5.761000036,,,,
17.783333,75.41,5.761000036,,,,
17.8,75.18,5.759999961,,,,
17.816667,75.27,5.761000036,,,,
17.833333,75.25,5.762000015,,,,
17.85,75.41,5.759999961,,,,
17.866667,74.85,5.758000002,,,,
17.883333,75.11,5.757000023,,,,
17.9,75.36,5.761000036,,,,
17.916667,75.32,5.757000023,,,,
17.933333,75.3,5.759999961,,,,
17.95,75.19,5.756000044,,,,
17.966667,75.59,5.758000002,,,,
17.983333,75.54,5.758000002,,,,
18,75.23,5.754999969,,,,
18.016667,75.4,5.757000023,,,,
18.033333,75.29,5.757000023,,,,
18.05,75.13,5.75399999,,,,
18.066667,75.12,5.756000044,,,,
18.083333,75.33,5.757000023,,,,
18.1,75.44,5.75399999,,,,
18.116667,75.23,5.753000011,,,,
18.133333,75.32,5.754999969,,,,
18.15,75.06,5.753000011,,,,
18.166667,75.25,5.75399999,,,,
18.183333,75.22,5.753000011,,,,
18.2,75.36,5.75399999,,,,
18.216667,75.36,5.749999977,,,,
18.233333,75.12,5.750999956,,,,
18.25,75.13,5.75399999,,,,
18.266667,75.26,5.750999956,,,,
18.283333,75.18,5.749999977,,,,
18.3,75.08,5.750999956,,,,
18.316667,75.25,5.752000031,,,,
18.333333,75.43,5.748999998,,,,
18.35,75.02,5.745999964,,,,
18.366667,75.32,5.752000031,,,,
18.383333,75.35,5.748999998,,,,
18.4,75.43,5.748999998,,,,
18.416667,75.18,5.748000019,,,,
18.433333,75.49,5.748000019,,,,
18.45,75.45,5.747000039,,,,
18.466667,75.04,5.744999985,,,,
18.483333,75.26,5.744999985,,,,
18.5,75.37,5.745999964,,,,
18.516667,75.36,5.747000039,,,,
18.533333,75.42,5.744000006,,,,
18.55,75.28,5.744000006,,,,
18.566667,75.54,5.745999964,,,,
18.583333,75.24,5.744000006,,,,
18.6,75.79,5.744999985,,,,
18.616667,75.02,5.740999972,,,,
18.633333,74.85,5.743000027,,,,
18.65,75.69,5.744000006,,,,
18.666667,75.21,5.743000027,,,,
18.683333,75.27,5.744000006,,,,
18.7,75.29,5.743000027,,,,
18.716667,75.18,5.742000048,,,,
18.733333,75.44,5.740999972,,,,
18.75,75.24,5.743000027,,,,
18.766667,75.08,5.742000048,,,,
18.783333,75.03,5.738000035,,,,
18.8,75.21,5.742000048,,,,
18.816667,75.25,5.738000035,,,,
18.833333,75.33,5.739000014,,,,
18.85,75.28,5.739000014,,,,
18.866667,75.23,5.740999972,,,,
18.883333,75.21,5.740999972,,,,
18.9,75.11,5.738000035,,,,
18.916667,75.23,5.739999993,,,,
18.933333,75.23,5.73599998,,,,
18.95,75.37,5.73599998,,,,
18.966667,75.71,5.736999959,,,,
18.983333,75.35,5.735000001,,,,
19,75.04,5.736999959,,,,
19.016667,75.15,5.73599998,,,,
19.033333,75.36,5.734000022,,,,
19.05,75.13,5.735000001,,,,
19.066667,75.43,5.736999959,,,,
19.083333,75.45,5.733000043,,,,
19.1,75.41,5.734000022,,,,
19.116667,75.36,5.734000022,,,,
19.133333,75.23,5.730999988,,,,
19.15,75.64,5.734000022,,,,
19.166667,75.21,5.733000043,,,,
19.183333,75.33,5.733000043,,,,
19.2,75.3,5.731999967,,,,
19.216667,75.12,5.72900003,,,,
19.233333,75.47,5.730999988,,,,
19.25,75.21,5.72900003,,,,
19.266667,75.28,5.730000009,,,,
19.283333,75.52,5.72900003,,,,
19.3,75.49,5.730000009,,,,
19.316667,75.44,5.72900003,,,,
19.333333,75.36,5.730000009,,,,
19.35,75.2,5.727999954,,,,
19.366667,75.16,5.727999954,,,,
19.383333,75.45,5.730000009,,,,
19.4,75.38,5.725999996,,,,
19.416667,75.41,5.726999975,,,,
19.433333,75.66,5.730000009,,,,
19.45,75.62,5.727999954,,,,
19.466667,75.14,5.725999996,,,,
19.483333,75.54,5.727999954,,,,
19.5,75.4,5.724000038,,,,
19.516667,75.16,5.725000017,,,,
19.533333,75.29,5.724000038,,,,
19.55,75.16,5.721999983,,,,
19.566667,75.65,5.724000038,,,,
19.583333,75.36,5.721000004,,,,
19.6,75.11,5.721999983,,,,
19.616667,75.31,5.721000004,,,,
19.633333,75.35,5.720000025,,,,
19.65,75.64,5.722999963,,,,
19.666667,75.46,5.720000025,,,,
19.683333,75.24,5.721999983,,,,
19.7,75.96,5.721999983,,,,
19.716667,75.46,5.719000046,,,,
19.733333,75.16,5.719000046,,,,
19.75,75.19,5.716999991,,,,
19.766667,74.92,5.717999971,,,,
19.783333,75.37,5.719000046,,,,
19.8,75.21,5.716000012,,,,
19.816667,75.28,5.719000046,,,,
19.833333,75.48,5.719000046,,,,
19.85,75.43,5.719000046,,,,
19.866667,75.47,5.719000046,,,,
19.883333,75.56,5.716999991,,,,
19.9,75.35,5.713999958,,,,
19.916667,75.24,5.715000033,,,,
19.933333,75.52,5.715000033,,,,
19.95,75.41,5.713999958,,,,
19.966667,75.41,5.716000012,,,,
19.983333,75.29,5.713999958,,,,
20,75.12,5.712999979,,,,
20.016667,75.19,5.716999991,,,,
20.033333,75.44,5.715000033,,,,
20.05,75.84,5.716999991,,,,
20.066667,75.46,5.715000033,,,,
20.083333,74.88,5.710000041,,,,
20.1,75.41,5.712,,,,
20.116667,75.36,5.710000041,,,,
20.133333,75.37,5.712,,,,
20.15,75.44,5.71100002,,,,
20.166667,75.48,5.71100002,,,,
20.183333,75.64,5.712,,,,
20.2,75.48,5.710000041,,,,
20.216667,75.52,5.708999966,,,,
20.233333,75.44,5.708999966,,,,
20.25,75.62,5.707000008,,,,
20.266667,75.3,5.707000008,,,,
20.283333,75.25,5.707999987,,,,
20.3,75.57,5.707000008,,,,
20.316667,75.54,5.707000008,,,,
20.333333,75.61,5.707999987,,,,
20.35,75.2,5.706000029,,,,
20.366667,75.53,5.706000029,,,,
20.383333,75.42,5.707000008,,,,
20.4,75.35,5.706000029,,,,
20.416667,75.24,5.703999974,,,,
20.433333,75.05,5.704999953,,,,
20.45,75.4,5.706000029,,,,
20.466667,75.17,5.702000016,,,,
20.483333,75.39,5.702999995,,,,
20.5,75.47,5.703999974,,,,
20.516667,75.29,5.702999995,,,,
20.533333,75.21,5.701000037,,,,
20.55,75.28,5.702999995,,,,
20.566667,75.28,5.702000016,,,,
20.583333,75.28,5.702999995,,,,
20.6,75.13,5.699999961,,,,
20.616667,75.51,5.702999995,,,,
20.633333,75.47,5.701000037,,,,
20.65,75.73,5.701000037,,,,
20.666667,75.48,5.699999961,,,,
20.683333,75.25,5.698999982,,,,
20.7,75.37,5.698999982,,,,
20.716667,74.73,5.696000045,,,,
20.733333,75.36,5.698999982,,,,
20.75,75.71,5.698999982,,,,
20.766667,75.14,5.697000024,,,,
20.783333,75.42,5.696000045,,,,
20.8,75.1,5.698000003,,,,
20.816667,75.64,5.698000003,,,,
20.833333,75.28,5.698000003,,,,
20.85,75.16,5.694999969,,,,
20.866667,75.55,5.696000045,,,,
20.883333,75.11,5.698000003,,,,
20.9,75.28,5.69399999,,,,
20.916667,75.34,5.694999969,,,,
20.933333,75.34,5.69399999,,,,
20.95,75.43,5.692000032,,,,
20.966667,75.6,5.693000011,,,,
20.983333,75.38,5.694999969,,,,
21,75.8,5.693000011,,,,
21.016667,75.33,5.693000011,,,,
21.033333,75.51,5.692000032,,,,
21.05,75.2,5.688999998,,,,
21.066667,75.59,5.69399999,,,,
21.083333,75.16,5.688999998,,,,
21.1,75.32,5.692000032,,,,
21.116667,75.41,5.689999977,,,,
21.133333,75.5,5.688000019,,,,
21.15,75.5,5.688999998,,,,
21.166667,75.37,5.688999998,,,,
21.183333,75.18,5.684999985,,,,
21.2,75.01,5.68700004,,,,
21.216667,75.29,5.688999998,,,,
21.233333,75.38,5.68700004,,,,
21.25,75.48,5.688999998,,,,
21.266667,75.3,5.68700004,,,,
21.283333,75.16,5.684000006,,,,
21.3,75.24,5.684000006,,,,
21.316667,75.75,5.684999985,,,,
21.333333,75.21,5.684999985,,,,
21.35,75.36,5.684999985,,,,
21.366667,75.34,5.684000006,,,,
21.383333,75.2,5.684000006,,,,
21.4,75.3,5.682000048,,,,
21.416667,75.3,5.682000048,,,,
21.433333,75.34,5.684000006,,,,
21.45,75.45,5.683000027,,,,
21.466667,75.29,5.683000027,,,,
21.483333,75.45,5.683000027,,,,
21.5,75.28,5.679999993,,,,
21.516667,75.37,5.679999993,,,,
21.533333,75.35,5.679000014,,,,
21.55,75.63,5.682000048,,,,
21.566667,75.14,5.675999981,,,,
21.583333,75.38,5.678000035,,,,
21.6,75.25,5.679000014,,,,
21.616667,75.37,5.678000035,,,,
21.633333,75.3,5.679999993,,,,
21.65,75.16,5.679000014,,,,
21.666667,75.1,5.678000035,,,,
21.683333,75.2,5.67699996,,,,
21.7,75.59,5.678000035,,,,
21.716667,75.52,5.675999981,,,,
21.733333,75.31,5.67699996,,,,
21.75,75.37,5.675999981,,,,
21.766667,75.41,5.67699996,,,,
21.783333,75.21,5.673000043,,,,
21.8,75.35,5.674000022,,,,
21.816667,75.51,5.675999981,,,,
21.833333,75.42,5.671999968,,,,
21.85,75.45,5.675000001,,,,
21.866667,75.01,5.674000022,,,,
21.883333,75.14,5.671999968,,,,
21.9,75.22,5.670999989,,,,
21.916667,75.12,5.671999968,,,,
21.933333,75.29,5.673000043,,,,
21.95,75.01,5.670000009,,,,
21.966667,75.46,5.671999968,,,,
21.983333,74.82,5.670999989,,,,
22,75.41,5.670000009,,,,
22.016667,75.18,5.667999955,,,,
22.033333,75.62,5.670999989,,,,
22.05,75.32,5.66900003,,,,
22.066667,75.23,5.665999997,,,,
22.083333,75.26,5.66900003,,,,
22.1,75.43,5.667999955,,,,
22.116667,75.14,5.666999976,,,,
22.133333,75.32,5.666999976,,,,
22.15,74.93,5.664000038,,,,
22.166667,75.38,5.666999976,,,,
22.183333,75.2,5.665000018,,,,
22.2,75.31,5.665000018,,,,
22.216667,75.33,5.665000018,,,,
22.233333,75.48,5.665000018,,,,
22.25,75.15,5.665000018,,,,
22.266667,75.65,5.665999997,,,,
22.283333,75.27,5.662999963,,,,
22.3,75.2,5.664000038,,,,
22.316667,75.21,5.662999963,,,,
22.333333,75.52,5.662999963,,,,
22.35,75.55,5.664000038,,,,
22.366667,75.4,5.660000026,,,,
22.383333,75.37,5.661000005,,,,
22.4,75.6,5.665000018,,,,
22.416667,75.19,5.659000047,,,,
22.433333,75.21,5.660000026,,,,
22.45,75.25,5.660000026,,,,
22.466667,75.52,5.659000047,,,,
22.483333,75.24,5.660000026,,,,
22.5,75.38,5.656000013,,,,
22.516667,75.22,5.659000047,,,,
22.533333,75.35,5.656999992,,,,
22.55,75.33,5.656999992,,,,
22.566667,75.33,5.657999971,,,,
22.583333,75.4,5.659000047,,,,
22.6,75.62,5.656000013,,,,
22.616667,75.43,5.657999971,,,,
22.633333,75.24,5.655000034,,,,
22.65,75.85,5.657999971,,,,
22.666667,75.43,5.655000034,,,,
22.683333,75.48,5.656999992,,,,
22.7,75.17,5.653999958,,,,
22.716667,75.49,5.652999979,,,,
22.733333,75.42,5.655000034,,,,
22.75,75.35,5.652999979,,,,
22.766667,75.21,5.652,,,,
22.783333,75.4,5.656000013,,,,
22.8,75.4,5.652999979,,,,
22.816667,75.16,5.652,,,,
22.833333,75.38,5.652,,,,
22.85,75.28,5.652,,,,
22.866667,75.48,5.652999979,,,,
22.883333,75.19,5.651000021,,,,
22.9,75.3,5.650000042,,,,
22.916667,75.25,5.650000042,,,,
22.933333,75.44,5.651000021,,,,
22.95,75.45,5.651000021,,,,
22.966667,75.16,5.651000021,,,,
22.983333,75.25,5.647999987,,,,
23,75.12,5.646000029,,,,
23.016667,75.61,5.647999987,,,,
23.033333,75.74,5.650000042,,,,
23.05,75.28,5.646000029,,,,
23.066667,75.39,5.646000029,,,,
23.083333,75.49,5.647000008,,,,
23.1,75.38,5.646000029,,,,
23.116667,75.17,5.646000029,,,,
23.133333,75.51,5.646000029,,,,
23.15,75.3,5.646000029,,,,
23.166667,75.51,5.643999974,,,,
23.183333,75.29,5.642999995,,,,
23.2,75.34,5.644999953,,,,
23.216667,75.09,5.642999995,,,,
23.233333,75.26,5.641000037,,,,
23.25,75.2,5.642999995,,,,
23.266667,75.48,5.643999974,,,,
23.283333,75.16,5.641000037,,,,
23.3,75.49,5.644999953,,,,
23.316667,75.44,5.641000037,,,,
23.333333,75.21,5.641000037,,,,
23.35,75.29,5.641000037,,,,
23.366667,75.48,5.638999982,,,,
23.383333,75.46,5.642000016,,,,
23.4,75.56,5.638999982,,,,
23.416667,75.32,5.637000024,,,,
23.433333,75.45,5.638000003,,,,
23.45,75.24,5.638000003,,,,
23.466667,75.07,5.636000045,,,,
23.483333,75.25,5.638000003,,,,
23.5,75.39,5.637000024,,,,
23.516667,75.44,5.638000003,,,,
23.533333,75.15,5.637000024,,,,
23.55,75.41,5.63499997,,,,
23.566667,75.72,5.637000024,,,,
23.583333,75.52,5.637000024,,,,
23.6,75.14,5.63499997,,,,
23.616667,75.5,5.636000045,,,,
23.633333,75.39,5.63499997,,,,
23.65,75.29,5.633000011,,,,
23.666667,75,5.632000032,,,,
23.683333,75.28,5.63399999,,,,
23.7,75.45,5.63499997,,,,
23.716667,75.45,5.633000011,,,,
23.733333,75.51,5.632000032,,,,
23.75,75.37,5.630999957,,,,
23.766667,75.28,5.630999957,,,,
23.783333,75.3,5.632000032,,,,
23.8,75.47,5.630999957,,,,
23.816667,75.42,5.632000032,,,,
23.833333,75.4,5.632000032,,,,
23.85,74.78,5.62700004,,,,
23.866667,75.48,5.630999957,,,,
23.883333,75.47,5.629999978,,,,
23.9,75.32,5.629999978,,,,
23.916667,75.52,5.628000019,,,,
23.933333,75.31,5.629999978,,,,
23.95,75.55,5.62700004,,,,
23.966667,75.45,5.628999999,,,,
23.983333,74.97,5.62700004,,,,
24,75.29,5.628999999,,,,
24.016667,75.52,5.62700004,,,,
24.033333,75.45,5.625999965,,,,
24.05,75.59,5.628000019,,,,
24.066667,75.09,5.624999986,,,,
24.083333,75.47,5.625999965,,,,
24.1,75.51,5.625999965,,,,
24.116667,75.6,5.624999986,,,,
24.133333,75.07,5.624000007,,,,
24.15,75.08,5.623000027,,,,
24.166667,75.46,5.624000007,,,,
24.183333,75.2,5.623000027,,,,
24.2,75.22,5.620999973,,,,
24.216667,75.69,5.624999986,,,,
24.233333,75.15,5.623000027,,,,
24.25,75.48,5.623000027,,,,
24.266667,75.5,5.621999952,,,,
24.283333,75.54,5.621999952,,,,
24.3,75.53,5.621999952,,,,
24.316667,75.34,5.620999973,,,,
24.333333,75.47,5.621999952,,,,
24.35,75.37,5.619000015,,,,
24.366667,75.39,5.620999973,,,,
24.383333,75.48,5.619999994,,,,
24.4,75.37,5.619000015,,,,
24.416667,75.29,5.619000015,,,,
24.433333,75.58,5.620999973,,,,
24.45,75.14,5.61699996,,,,
24.466667,75.16,5.615000002,,,,
24.483333,75.34,5.61699996,,,,
24.5,75.47,5.615999981,,,,
24.516667,75.19,5.615000002,,,,
24.533333,75.56,5.618000036,,,,
24.55,75.3,5.615000002,,,,
24.566667,75.54,5.61699996,,,,
24.583333,75.54,5.61699996,,,,
24.6,75.32,5.615000002,,,,
24.616667,75.04,5.615000002,,,,
24.633333,75.18,5.613000044,,,,
24.65,75.07,5.611999968,,,,
24.666667,75.34,5.613000044,,,,
24.683333,75.77,5.611999968,,,,
24.7,75.34,5.611999968,,,,
24.716667,75.64,5.615000002,,,,
24.733333,75.53,5.610999989,,,,
24.75,74.96,5.609000031,,,,
24.766667,75.21,5.61000001,,,,
24.783333,75.68,5.610999989,,,,
24.8,75.41,5.611999968,,,,
24.816667,75.3,5.610999989,,,,
24.833333,75.3,5.606999976,,,,
24.85,75.32,5.61000001,,,,
24.866667,75.53,5.609000031,,,,
24.883333,75.46,5.609000031,,,,
24.9,74.89,5.606999976,,,,
24.916667,75.19,5.607999955,,,,
24.933333,75.56,5.607999955,,,,
24.95,75.42,5.607999955,,,,
24.966667,75.16,5.607999955,,,,
24.983333,75.34,5.606999976,,,,
25,75.31,5.604000039,,,,
25.016667,75.4,5.606999976,,,,
25.033333,75.35,5.607999955,,,,
25.05,75.46,5.604000039,,,,
25.066667,75.22,5.604000039,,,,
25.083333,75.49,5.605000018,,,,
25.1,75.73,5.602999963,,,,
25.116667,75.78,5.605000018,,,,
25.133333,75.6,5.604000039,,,,
25.15,75.36,5.605000018,,,,
25.166667,75.55,5.604000039,,,,
25.183333,75.51,5.602999963,,,,
25.2,75.44,5.601999984,,,,
25.216667,75.41,5.601000005,,,,
25.233333,75.6,5.604000039,,,,
25.25,75.7,5.602999963,,,,
25.266667,75.31,5.600000026,,,,
25.283333,75.55,5.599000047,,,,
25.3,75.49,5.599000047,,,,
25.316667,75.71,5.601000005,,,,
25.333333,75.42,5.599000047,,,,
25.35,75.47,5.596999992,,,,
25.366667,75.53,5.599000047,,,,
25.383333,75.58,5.599000047,,,,
25.4,75.87,5.600000026,,,,
25.416667,75.31,5.596999992,,,,
25.433333,75.43,5.596999992,,,,
25.45,75.36,5.596000013,,,,
25.466667,75.15,5.596999992,,,,
25.483333,75.5,5.596000013,,,,
25.5,75.07,5.593999959,,,,
25.516667,75.72,5.596000013,,,,
25.533333,75.1,5.593999959,,,,
25.55,75.28,5.592,,,,
25.566667,75.41,5.593999959,,,,
25.583333,75.51,5.595000034,,,,
25.6,75.53,5.592999979,,,,
25.616667,75.6,5.593999959,,,,
25.633333,75.53,5.593999959,,,,
25.65,75.7,5.593999959,,,,
25.666667,75.54,5.591000021,,,,
25.683333,75.54,5.592,,,,
25.7,75.33,5.587999988,,,,
25.716667,75.62,5.592999979,,,,
25.733333,75.58,5.590000042,,,,
25.75,75.56,5.591000021,,,,
25.766667,75.48,5.592,,,,
25.783333,75.58,5.592,,,,
25.8,75.48,5.588999967,,,,
25.816667,75.55,5.588999967,,,,
25.833333,75.28,5.587999988,,,,
25.85,75.64,5.590000042,,,,
25.866667,75.62,5.588999967,,,,
25.883333,75.27,5.587999988,,,,
25.9,75.33,5.584999954,,,,
25.916667,75.29,5.587000008,,,,
25.933333,75.5,5.587999988,,,,
25.95,75.48,5.588999967,,,,
25.966667,75.64,5.587999988,,,,
25.983333,75.38,5.586000029,,,,
26,75.34,5.586000029,,,,
26.016667,75.5,5.586000029,,,,
26.033333,75.56,5.586000029,,,,
26.05,75.72,5.587000008,,,,
26.066667,75.49,5.584999954,,,,
26.083333,75.5,5.583999975,,,,
26.1,75.5,5.582999996,,,,
26.116667,75.39,5.583999975,,,,
26.133333,74.94,5.579999962,,,,
26.15,75.61,5.582000017,,,,
26.166667,75.58,5.582999996,,,,
26.183333,75.55,5.582999996,,,,
26.2,75.89,5.582999996,,,,
26.216667,75.25,5.582000017,,,,
26.233333,75.46,5.581000037,,,,
26.25,75.44,5.579999962,,,,
26.266667,75.61,5.581000037,,,,
26.283333,75.34,5.581000037,,,,
26.3,75.18,5.578000004,,,,
26.316667,75.51,5.582999996,,,,
26.333333,75.85,5.579999962,,,,
26.35,75.43,5.576000045,,,,
26.366667,75.74,5.579999962,,,,
26.383333,75.48,5.578999983,,,,
26.4,75.29,5.578000004,,,,
26.416667,75.7,5.577000025,,,,
26.433333,75.47,5.578000004,,,,
26.45,75.16,5.576000045,,,,
26.466667,75.43,5.576000045,,,,
26.483333,75.81,5.577000025,,,,
26.5,75.45,5.577000025,,,,
26.516667,75.58,5.576000045,,,,
26.533333,75.13,5.573000012,,,,
26.55,75.05,5.57499997,,,,
26.566667,75.22,5.573999991,,,,
26.583333,75.54,5.57499997,,,,
26.6,75.48,5.573000012,,,,
26.616667,75.38,5.577000025,,,,
26.633333,75.32,5.573000012,,,,
26.65,75.84,5.572000033,,,,
26.666667,75.72,5.573000012,,,,
26.683333,75.24,5.570999957,,,,
26.7,75.6,5.572000033,,,,
26.716667,75.84,5.570999957,,,,
26.733333,75.34,5.569999978,,,,
26.75,75.55,5.572000033,,,,
26.766667,75.41,5.572000033,,,,
26.783333,75.55,5.570999957,,,,
26.8,75.98,5.573000012,,,,
26.816667,75.55,5.568999999,,,,
26.833333,75.04,5.56800002,,,,
26.85,75.67,5.569999978,,,,
26.866667,75.36,5.56800002,,,,
26.883333,75.66,5.570999957,,,,
26.9,75.61,5.569999978,,,,
26.916667,75.42,5.567000041,,,,
26.933333,75.24,5.567000041,,,,
26.95,75.58,5.567000041,,,,
26.966667,75.22,5.564999986,,,,
26.983333,75.44,5.565999965,,,,
27,75.24,5.564000007,,,,
27.016667,75.5,5.567000041,,,,
27.033333,75.4,5.564000007,,,,
27.05,75.18,5.564999986,,,,
27.066667,75.56,5.564999986,,,,
27.083333,75.57,5.564999986,,,,
27.1,75.45,5.564000007,,,,
27.116667,75.52,5.565999965,,,,
27.133333,75.49,5.563000028,,,,
27.15,75.52,5.563000028,,,,
27.166667,75.64,5.564000007,,,,
27.183333,75.5,5.564000007,,,,
27.2,75.41,5.564000007,,,,
27.216667,75.13,5.561999952,,,,
27.233333,75.51,5.561999952,,,,
27.25,75.7,5.561999952,,,,
27.266667,75.35,5.559999994,,,,
27.283333,75.41,5.559999994,,,,
27.3,75.41,5.559999994,,,,
27.316667,75.4,5.559999994,,,,
27.333333,75.55,5.560999973,,,,
27.35,75.09,5.555000002,,,,
27.366667,75.45,5.559000015,,,,
27.383333,75.44,5.558000036,,,,
27.4,75.6,5.555999981,,,,
27.416667,75.3,5.558000036,,,,
27.433333,75.7,5.560999973,,,,
27.45,75.61,5.55699996,,,,
27.466667,75.25,5.559000015,,,,
27.483333,75.6,5.555999981,,,,
27.5,75.65,5.558000036,,,,
27.516667,75.36,5.55699996,,,,
27.533333,75.83,5.55699996,,,,
27.55,75.29,5.553000044,,,,
27.566667,75.42,5.55699996,,,,
27.583333,75.59,5.555000002,,,,
27.6,75.43,5.555000002,,,,
27.616667,75.52,5.551999968,,,,
27.633333,75.72,5.554000023,,,,
27.65,75.47,5.551999968,,,,
27.666667,75.42,5.553000044,,,,
27.683333,75.33,5.553000044,,,,
27.7,75.58,5.554000023,,,,
27.716667,75.65,5.551999968,,,,
27.733333,75.44,5.550999989,,,,
27.75,75.37,5.554000023,,,,
27.766667,75.47,5.550999989,,,,
27.783333,75.74,5.553000044,,,,
27.8,75.74,5.551999968,,,,
27.816667,75.46,5.55000001,,,,
27.833333,75.63,5.55000001,,,,
27.85,75.31,5.549000031,,,,
27.866667,75.24,5.55000001,,,,
27.883333,75.51,5.547999956,,,,
27.9,75.44,5.549000031,,,,
27.916667,75.15,5.547999956,,,,
27.933333,75.53,5.549000031,,,,
27.95,75.74,5.549000031,,,,
27.966667,75.48,5.546999977,,,,
27.983333,75.44,5.549000031,,,,
28,75.46,5.546999977,,,,
28.016667,75.05,5.546999977,,,,
28.033333,75.53,5.546999977,,,,
28.05,75.6,5.546999977,,,,
28.066667,75.44,5.546999977,,,,
28.083333,75.45,5.545999997,,,,
28.1,75.13,5.545000018,,,,
28.116667,75.52,5.545000018,,,,
28.133333,75.29,5.545999997,,,,
28.15,75.59,5.545999997,,,,
28.166667,75.3,5.545000018,,,,
28.183333,75.74,5.545999997,,,,
28.2,75.64,5.545000018,,,,
28.216667,75.43,5.541999985,,,,
28.233333,75.53,5.544000039,,,,
28.25,75.55,5.542999964,,,,
28.266667,75.24,5.540000026,,,,
28.283333,75.38,5.541999985,,,,
28.3,75.3,5.541999985,,,,
28.316667,75.36,5.540000026,,,,
28.333333,75.71,5.544000039,,,,
28.35,75.64,5.541999985,,,,
28.366667,75.56,5.541000006,,,,
28.383333,75.97,5.542999964,,,,
28.4,75.59,5.541000006,,,,
28.416667,75.5,5.539000047,,,,
28.433333,75.68,5.539000047,,,,
28.45,74.94,5.536999993,,,,
28.466667,75.38,5.537999972,,,,
28.483333,75.42,5.539000047,,,,
28.5,75.6,5.540000026,,,,
28.516667,75.3,5.535000035,,,,
28.533333,75.74,5.539000047,,,,
28.55,75.62,5.536999993,,,,
28.566667,75.54,5.536999993,,,,
28.583333,75.32,5.536000014,,,,
28.6,75.64,5.535000035,,,,
28.616667,75.16,5.536999993,,,,
28.633333,75.37,5.536000014,,,,
28.65,75.52,5.537999972,,,,
28.666667,75.35,5.535000035,,,,
28.683333,75.54,5.536000014,,,,
28.7,75.56,5.535000035,,,,
28.716667,75.43,5.53299998,,,,
28.733333,75.16,5.531000022,,,,
28.75,75.46,5.53299998,,,,
28.766667,75.42,5.53299998,,,,
28.783333,75.41,5.53299998,,,,
28.8,75.57,5.53299998,,,,
28.816667,75.64,5.53299998,,,,
28.833333,75.5,5.532000001,,,,
28.85,75.36,5.532000001,,,,
28.866667,75.43,5.531000022,,,,
28.883333,75.57,5.531000022,,,,
28.9,75.44,5.53299998,,,,
28.916667,75.56,5.532000001,,,,
28.933333,75.56,5.531000022,,,,
28.95,75.28,5.530000043,,,,
28.966667,75.11,5.528999967,,,,
28.983333,75.21,5.530000043,,,,
29,75.4,5.527999988,,,,
29.016667,75.45,5.531000022,,,,
29.033333,75.68,5.528999967,,,,
29.05,75.18,5.528999967,,,,
29.066667,75.27,5.52600003,,,,
29.083333,75.88,5.530000043,,,,
29.1,75.61,5.527999988,,,,
