conversion,time,temperature
0.050000000000000044,1.4818708708993564e-12,300.0
0.05673411394744832,1.581294666845258e-12,300.0
0.06385290205053329,1.6807184627911593e-12,300.0
0.07134691265029502,1.780142258737061e-12,300.0
0.0792062499100219,1.8795660546829623e-12,300.0
0.08742059557031245,1.978989850628864e-12,300.0
0.09597923149597143,2.0784136465747654e-12,300.0
0.10487106294586301,2.177837442520667e-12,300.0
0.11408464249511796,2.277261238466568e-12,300.0
0.12360819453763927,2.3766850344124696e-12,300.0
0.1334296402956766,2.476108830358371e-12,300.0
0.1435366232623474,2.5755326263042727e-12,300.0
0.15391653500237035,2.6749564222501743e-12,300.0
0.16455654123594665,2.774380218196076e-12,300.0
0.17544360813067295,2.8738040141419774e-12,300.0
0.1865645287265939,2.9732278100878785e-12,300.0
0.19790594942000161,3.07265160603378e-12,300.0
0.20945439643234942,3.1720754019796816e-12,300.0
0.2211963021916752,3.2714991979255828e-12,300.0
0.23311803155520194,3.3709229938714843e-12,300.0
0.2452059078033063,3.470346789817386e-12,300.0
0.2574462383367979,3.5697705857632874e-12,300.0
0.2698253400114301,3.669194381709189e-12,300.0
0.28232956404575216,3.7686181776550905e-12,300.0
0.2949453204408016,3.868041973600992e-12,300.0
0.30765910185270984,3.967465769546893e-12,300.0
0.3204575068620442,4.066889565492795e-12,300.0
0.33332726258661083,4.166313361438696e-12,300.0
0.34625524658750395,4.265737157384598e-12,300.0
0.3592285080213503,4.365160953330499e-12,300.0
0.37223428799500824,4.464584749276401e-12,300.0
0.38526003908235495,4.564008545222302e-12,300.0
0.39829344396627697,4.663432341168204e-12,300.0
0.41132243317251593,4.762856137114105e-12,300.0
0.4243352018656046,4.862279933060007e-12,300.0
0.437320225680756,4.961703729005908e-12,300.0
0.4502662755692075,5.061127524951809e-12,300.0
0.4631624316381646,5.1605513208977115e-12,300.0
0.47599809597012366,5.259975116843612e-12,300.0
0.48876300440996057,5.359398912789514e-12,300.0
0.5014472373117327,5.458822708735415e-12,300.0
0.5140412292406593,5.558246504681317e-12,300.0
0.5265357776291859,5.6576703006272184e-12,300.0
0.5389220503894028,5.75709409657312e-12,300.0
0.5511915924873614,5.8565178925190215e-12,300.0
0.5633363314880024,5.955941688464923e-12,300.0
0.5753485820824626,6.055365484410825e-12,300.0
0.5872210496124647,6.154789280356726e-12,300.0
0.5989468326092955,6.254213076302628e-12,300.0
0.6105194243675391,6.3536368722485285e-12,300.0
0.6219327135762491,6.45306066819443e-12,300.0
0.6331809840326033,6.5524844641403316e-12,300.0
0.6442589134652966,6.651908260086233e-12,300.0
0.6551615714969609,6.751332056032135e-12,300.0
0.6658844167767805,6.850755851978036e-12,300.0
0.6764232933161815,6.950179647923938e-12,300.0
0.6867744260619997,7.049603443869839e-12,300.0
0.696934415742906,7.149027239815741e-12,300.0
0.7069002330260493,7.2484510357616425e-12,300.0
0.7166692120219025,7.347874831707542e-12,300.0
0.7262390431761423,7.447298627653445e-12,300.0
0.7356077655880757,7.546722423599347e-12,300.0
0.7447737587956356,7.646146219545248e-12,300.0
0.7537357340673289,7.745570015491149e-12,300.0
0.7624927252416998,7.844993811437051e-12,300.0
0.7710440791549251,7.944417607382953e-12,300.0
0.7793894456970386,8.043841403328854e-12,300.0
0.7875287675370346,8.143265199274755e-12,300.0
0.7954622695567083,8.242688995220657e-12,300.0
0.803190448032573,8.34211279116656e-12,300.0
0.8107140596045516,8.441536587112459e-12,300.0
0.8180341100693764,8.540960383058361e-12,300.0
0.8251518430357647,8.640384179004263e-12,300.0
0.8320687284774679,8.739807974950164e-12,300.0
0.8387864512192278,8.839231770896066e-12,300.0
0.8453068993895183,8.938655566841967e-12,300.0
0.8516321528727363,9.038079362787868e-12,300.0
0.857764471792193,9.13750315873377e-12,300.0
0.863706285053909,9.236926954679671e-12,300.0
0.8694601789798038,9.336350750625573e-12,300.0
0.8750288860574034,9.435774546571474e-12,300.0
0.880415273831709,9.535198342517377e-12,300.0
0.8856223339633277,9.634622138463277e-12,300.0
0.8906531714754311,9.73404593440918e-12,300.0
0.8955109942105356,9.83346973035508e-12,300.0
0.9001991025165292,9.932893526300983e-12,300.0
0.904720879179793,1.0032317322246883e-11,300.0
0.9090797796217007,1.0131741118192784e-11,300.0
0.9132793223732143,1.0231164914138687e-11,300.0
0.9173230798407592,1.0330588710084587e-11,300.0
0.9212146693750393,1.043001250603049e-11,300.0
0.9249577446529582,1.052943630197639e-11,300.0
0.9285559873813606,1.0628860097922293e-11,300.0
0.9320130993298748,1.0728283893868194e-11,300.0
0.9353327946987646,1.0827707689814096e-11,300.0
0.9385187928263539,1.0927131485759997e-11,300.0
0.9415748112392991,1.1026555281705899e-11,300.0
0.9445045590477475,1.11259790776518e-11,300.0
0.9473117306862291,1.12254028735977e-11,300.0
0.95,1.1324826669543603e-11,300.0
