conversion,time,temperature
0.050000000000000044,2.4784055517529673e-07,250.0
0.05673411394744832,2.6446902751304685e-07,250.0
0.06385290205053329,2.81097499850797e-07,250.0
0.07134691265029502,2.977259721885471e-07,250.0
0.0792062499100219,3.1435444452629723e-07,250.0
0.08742059557031245,3.3098291686404736e-07,250.0
0.09597923149597143,3.4761138920179754e-07,250.0
0.1048710629458629,3.642398615395476e-07,250.0
0.11408464249511796,3.808683338772978e-07,250.0
0.12360819453763927,3.9749680621504786e-07,250.0
0.1334296402956766,4.1412527855279804e-07,250.0
0.1435366232623474,4.307537508905481e-07,250.0
0.15391653500237035,4.473822232282983e-07,250.0
0.16455654123594665,4.640106955660484e-07,250.0
0.17544360813067295,4.806391679037985e-07,250.0
0.1865645287265939,4.972676402415486e-07,250.0
0.19790594942000161,5.138961125792988e-07,250.0
0.20945439643234953,5.30524584917049e-07,250.0
0.2211963021916753,5.47153057254799e-07,250.0
0.23311803155520194,5.637815295925491e-07,250.0
0.2452059078033063,5.804100019302993e-07,250.0
0.2574462383367979,5.970384742680495e-07,250.0
0.2698253400114301,6.136669466057996e-07,250.0
0.28232956404575205,6.302954189435496e-07,250.0
0.2949453204408017,6.469238912812999e-07,250.0
0.30765910185270995,6.6355236361905e-07,250.0
0.3204575068620442,6.801808359568001e-07,250.0
0.33332726258661094,6.968093082945502e-07,250.0
0.34625524658750395,7.134377806323004e-07,250.0
0.3592285080213503,7.300662529700505e-07,250.0
0.37223428799500835,7.466947253078006e-07,250.0
0.38526003908235484,7.633231976455506e-07,250.0
0.3982934439662771,7.799516699833009e-07,250.0
0.41132243317251593,7.96580142321051e-07,250.0
0.4243352018656046,8.132086146588011e-07,250.0
0.4373202256807561,8.298370869965514e-07,250.0
0.4502662755692076,8.464655593343014e-07,250.0
0.4631624316381646,8.630940316720515e-07,250.0
0.47599809597012366,8.797225040098016e-07,250.0
0.4887630044099607,8.963509763475519e-07,250.0
0.5014472373117328,9.129794486853019e-07,250.0
0.5140412292406594,9.29607921023052e-07,250.0
0.5265357776291859,9.462363933608021e-07,250.0
0.5389220503894028,9.628648656985524e-07,250.0
0.5511915924873614,9.794933380363024e-07,250.0
0.5633363314880024,9.961218103740525e-07,250.0
0.5753485820824626,1.0127502827118026e-06,250.0
0.5872210496124648,1.0293787550495529e-06,250.0
0.5989468326092955,1.046007227387303e-06,250.0
0.6105194243675393,1.062635699725053e-06,250.0
0.6219327135762494,1.0792641720628033e-06,250.0
0.6331809840326035,1.0958926444005534e-06,250.0
0.6442589134652967,1.1125211167383034e-06,250.0
0.6551615714969609,1.1291495890760535e-06,250.0
0.6658844167767807,1.1457780614138038e-06,250.0
0.6764232933161816,1.1624065337515539e-06,250.0
0.6867744260619997,1.179035006089304e-06,250.0
0.696934415742906,1.195663478427054e-06,250.0
0.7069002330260493,1.212291950764804e-06,250.0
0.7166692120219026,1.2289204231025544e-06,250.0
0.7262390431761425,1.2455488954403044e-06,250.0
0.7356077655880756,1.2621773677780545e-06,250.0
0.7447737587956356,1.2788058401158046e-06,250.0
0.753735734067329,1.2954343124535549e-06,250.0
0.7624927252416998,1.312062784791305e-06,250.0
0.7710440791549251,1.328691257129055e-06,250.0
0.7793894456970387,1.3453197294668053e-06,250.0
0.7875287675370348,1.3619482018045554e-06,250.0
0.7954622695567083,1.3785766741423055e-06,250.0
0.8031904480325729,1.3952051464800555e-06,250.0
0.8107140596045518,1.4118336188178058e-06,250.0
0.8180341100693764,1.4284620911555559e-06,250.0
0.8251518430357647,1.445090563493306e-06,250.0
0.832068728477468,1.461719035831056e-06,250.0
0.8387864512192278,1.4783475081688063e-06,250.0
0.8453068993895183,1.4949759805065564e-06,250.0
0.8516321528727364,1.5116044528443065e-06,250.0
0.857764471792193,1.5282329251820565e-06,250.0
0.8637062850539091,1.5448613975198068e-06,250.0
0.8694601789798038,1.561489869857557e-06,250.0
0.8750288860574035,1.578118342195307e-06,250.0
0.8804152738317091,1.5947468145330573e-06,250.0
0.8856223339633278,1.6113752868708073e-06,250.0
0.8906531714754311,1.6280037592085574e-06,250.0
0.8955109942105357,1.6446322315463075e-06,250.0
0.9001991025165292,1.6612607038840578e-06,250.0
0.9047208791797932,1.6778891762218078e-06,250.0
0.9090797796217007,1.694517648559558e-06,250.0
0.9132793223732143,1.711146120897308e-06,250.0
0.9173230798407592,1.7277745932350583e-06,250.0
0.9212146693750393,1.7444030655728083e-06,250.0
0.9249577446529582,1.7610315379105584e-06,250.0
0.9285559873813606,1.7776600102483085e-06,250.0
0.9320130993298748,1.7942884825860588e-06,250.0
0.9353327946987646,1.8109169549238088e-06,250.0
0.9385187928263539,1.827545427261559e-06,250.0
0.9415748112392991,1.8441738995993092e-06,250.0
0.9445045590477475,1.8608023719370593e-06,250.0
0.9473117306862291,1.8774308442748093e-06,250.0
0.95,1.8940593166125594e-06,250.0
